Time[ms],Vup[V],Vdwn[V],Vdiode[V],Vled[V],Vscat[V],OD[],Temp[C],Color[],LoopCount[],Vfb_x[V],Vfb_y[V],Vfb_z[V]
590189,2.13262,2.13262,2.13262,1.36150,0.00000,0.88284,26.8394,1,2,0.29,0.00,0.00
590326,2.13262,2.13262,2.13262,1.36150,0.00000,0.88284,26.8394,1,2,0.29,0.00,0.00
590464,2.13262,2.13262,2.13262,1.36150,0.00000,0.88284,26.8394,1,2,0.29,0.00,0.00
590602,2.13262,2.13262,2.13262,1.36150,0.00000,0.88284,26.8394,1,2,0.29,0.00,0.00
590748,2.13262,2.13262,2.13262,1.36138,0.00000,0.88284,26.8394,1,2,0.29,0.00,0.00
590895,2.13250,2.13250,2.13250,1.36150,0.00000,0.88282,26.8394,1,2,0.29,0.00,0.00
591032,2.13262,2.13262,2.13262,1.36138,0.00000,0.88284,26.8405,1,2,0.29,0.00,0.00
591169,2.13262,2.13262,2.13262,1.36138,0.00000,0.88284,26.8394,1,2,0.29,0.00,0.00
591313,2.13262,2.13262,2.13262,1.36150,0.00000,0.88284,26.8405,1,2,0.29,0.00,0.00
591458,2.13262,2.13262,2.13262,1.36150,0.00000,0.88284,26.8394,1,2,0.29,0.00,0.00
591599,2.13262,2.13262,2.13262,1.36138,0.00000,0.88284,26.8405,1,2,0.29,0.00,0.00
591751,2.13262,2.13262,2.13262,1.36150,0.00000,0.88284,26.8394,1,2,0.29,0.00,0.00
591888,2.13250,2.13250,2.13250,1.36150,0.00000,0.88282,26.8394,1,2,0.29,0.00,0.00
592025,2.13262,2.13262,2.13262,1.36150,0.00000,0.88284,26.8394,1,2,0.29,0.00,0.00
592163,2.13262,2.13262,2.13262,1.36138,0.00000,0.88284,26.8394,1,2,0.29,0.00,0.00
592306,2.13250,2.13250,2.13250,1.36138,0.00000,0.88282,26.8394,1,2,0.29,0.00,0.00
592447,2.13250,2.13250,2.13250,1.36138,0.00000,0.88282,26.8405,1,2,0.29,0.00,0.00
592588,2.13250,2.13250,2.13250,1.36138,0.00000,0.88282,26.8394,1,2,0.29,0.00,0.00
592728,2.13237,2.13237,2.13237,1.36138,0.00000,0.88279,26.8394,1,2,0.29,0.00,0.00
592865,2.13250,2.13250,2.13250,1.36150,0.00000,0.88282,26.8405,1,2,0.29,0.00,0.00
593012,2.12912,2.12912,2.12912,1.36138,0.00000,0.88213,26.8417,1,3,0.00,0.17,0.00
593150,2.10100,2.10100,2.10100,1.36138,0.00000,0.87636,26.8394,1,3,0.00,0.17,0.00
593297,2.09437,2.09437,2.09437,1.36150,0.00000,0.87498,26.8405,1,3,0.00,0.17,0.00
593438,2.09162,2.09162,2.09162,1.36138,0.00000,0.87441,26.8417,1,3,0.00,0.17,0.00
593581,2.09025,2.09025,2.09025,1.36150,0.00000,0.87413,26.8405,1,3,0.00,0.17,0.00
593724,2.08950,2.08950,2.08950,1.36138,0.00000,0.87397,26.8417,1,3,0.00,0.17,0.00
593862,2.08900,2.08900,2.08900,1.36150,0.00000,0.87387,26.8417,1,3,0.00,0.17,0.00
594000,2.08862,2.08862,2.08862,1.36150,0.00000,0.87379,26.8405,1,3,0.00,0.17,0.00
594141,2.08850,2.08850,2.08850,1.36150,0.00000,0.87376,26.8405,1,3,0.00,0.17,0.00
594287,2.08837,2.08837,2.08837,1.36138,0.00000,0.87374,26.8417,1,3,0.00,0.17,0.00
594430,2.08825,2.08825,2.08825,1.36138,0.00000,0.87371,26.8405,1,3,0.00,0.17,0.00
594567,2.08813,2.08813,2.08813,1.36138,0.00000,0.87369,26.8417,1,3,0.00,0.17,0.00
594711,2.08800,2.08800,2.08800,1.36138,0.00000,0.87366,26.8405,1,3,0.00,0.17,0.00
594849,2.08800,2.08800,2.08800,1.36138,0.00000,0.87366,26.8405,1,3,0.00,0.17,0.00
594990,2.08787,2.08787,2.08787,1.36150,0.00000,0.87363,26.8417,1,3,0.00,0.17,0.00
595131,2.08787,2.08787,2.08787,1.36138,0.00000,0.87363,26.8405,1,3,0.00,0.17,0.00
595279,2.08787,2.08787,2.08787,1.36150,0.00000,0.87363,26.8405,1,3,0.00,0.17,0.00
595416,2.08787,2.08787,2.08787,1.36150,0.00000,0.87363,26.8405,1,3,0.00,0.17,0.00
595554,2.08775,2.08775,2.08775,1.36138,0.00000,0.87361,26.8417,1,3,0.00,0.17,0.00
595697,2.08775,2.08775,2.08775,1.36150,0.00000,0.87361,26.8417,1,3,0.00,0.17,0.00
595838,2.08775,2.08775,2.08775,1.36150,0.00000,0.87361,26.8417,1,3,0.00,0.17,0.00
595979,2.08775,2.08775,2.08775,1.36150,0.00000,0.87361,26.8405,1,3,0.00,0.17,0.00
596122,2.08775,2.08775,2.08775,1.36138,0.00000,0.87361,26.8428,1,3,0.00,0.17,0.00
596265,2.08762,2.08762,2.08762,1.36150,0.00000,0.87358,26.8417,1,3,0.00,0.17,0.00
596403,2.08762,2.08762,2.08762,1.36138,0.00000,0.87358,26.8417,1,3,0.00,0.17,0.00
596541,2.08762,2.08762,2.08762,1.36138,0.00000,0.87358,26.8417,1,3,0.00,0.17,0.00
596688,2.08762,2.08762,2.08762,1.36138,0.00000,0.87358,26.8405,1,3,0.00,0.17,0.00
596829,2.08762,2.08762,2.08762,1.36150,0.00000,0.87358,26.8417,1,3,0.00,0.17,0.00
596972,2.08762,2.08762,2.08762,1.36125,0.00000,0.87358,26.8428,1,3,0.00,0.17,0.00
597109,2.08750,2.08750,2.08750,1.36150,0.00000,0.87356,26.8417,1,3,0.00,0.17,0.00
597253,2.08762,2.08762,2.08762,1.36150,0.00000,0.87358,26.8417,1,3,0.00,0.17,0.00
597395,2.08750,2.08750,2.08750,1.36138,0.00000,0.87356,26.8405,1,3,0.00,0.17,0.00
597538,2.08750,2.08750,2.08750,1.36138,0.00000,0.87356,26.8428,1,3,0.00,0.17,0.00
597681,2.08750,2.08750,2.08750,1.36138,0.00000,0.87356,26.8405,1,3,0.00,0.17,0.00
597823,2.08750,2.08750,2.08750,1.36150,0.00000,0.87356,26.8417,1,3,0.00,0.17,0.00
597966,2.08738,2.08738,2.08738,1.36138,0.00000,0.87353,26.8417,1,3,0.00,0.17,0.00
598109,2.08738,2.08738,2.08738,1.36138,0.00000,0.87353,26.8428,1,3,0.00,0.17,0.00
598253,2.08738,2.08738,2.08738,1.36150,0.00000,0.87353,26.8428,1,3,0.00,0.17,0.00
598395,2.08725,2.08725,2.08725,1.36150,0.00000,0.87350,26.8428,1,3,0.00,0.17,0.00
598538,2.08725,2.08725,2.08725,1.36138,0.00000,0.87350,26.8417,1,3,0.00,0.17,0.00
598681,2.08725,2.08725,2.08725,1.36150,0.00000,0.87350,26.8428,1,3,0.00,0.17,0.00
598830,2.08725,2.08725,2.08725,1.36150,0.00000,0.87350,26.8405,1,3,0.00,0.17,0.00
598968,2.08712,2.08712,2.08712,1.36150,0.00000,0.87348,26.8428,1,3,0.00,0.17,0.00
599109,2.08725,2.08725,2.08725,1.36138,0.00000,0.87350,26.8428,1,3,0.00,0.17,0.00
599280,2.08712,2.08712,2.08712,1.36138,0.00000,0.87348,26.8417,1,3,0.00,0.17,0.00
599421,2.08712,2.08712,2.08712,1.36138,0.00000,0.87348,26.8440,1,3,0.00,0.17,0.00
599558,2.08712,2.08712,2.08712,1.36138,0.00000,0.87348,26.8417,1,3,0.00,0.17,0.00
599707,2.08725,2.08725,2.08725,1.36138,0.00000,0.87350,26.8428,1,3,0.00,0.17,0.00
599845,2.08712,2.08712,2.08712,1.36138,0.00000,0.87348,26.8440,1,3,0.00,0.17,0.00
599983,2.08712,2.08712,2.08712,1.36138,0.00000,0.87348,26.8417,1,3,0.00,0.17,0.00
600124,2.08700,2.08700,2.08700,1.36138,0.00000,0.87345,26.8428,1,3,0.00,0.17,0.00
600271,2.08700,2.08700,2.08700,1.36125,0.00000,0.87345,26.8428,1,3,0.00,0.17,0.00
600408,2.08700,2.08700,2.08700,1.36138,0.00000,0.87345,26.8440,1,3,0.00,0.17,0.00
600551,2.08700,2.08700,2.08700,1.36138,0.00000,0.87345,26.8440,1,3,0.00,0.17,0.00
600695,2.08687,2.08687,2.08687,1.36138,0.00000,0.87343,26.8440,1,3,0.00,0.17,0.00
600833,2.08687,2.08687,2.08687,1.36125,0.00000,0.87343,26.8440,1,3,0.00,0.17,0.00
600974,2.08687,2.08687,2.08687,1.36138,0.00000,0.87343,26.8428,1,3,0.00,0.17,0.00
601115,2.08675,2.08675,2.08675,1.36150,0.00000,0.87340,26.8440,1,3,0.00,0.17,0.00
601258,2.08675,2.08675,2.08675,1.36138,0.00000,0.87340,26.8440,1,3,0.00,0.17,0.00
601401,2.08675,2.08675,2.08675,1.36138,0.00000,0.87340,26.8440,1,3,0.00,0.17,0.00
601539,2.08675,2.08675,2.08675,1.36150,0.00000,0.87340,26.8440,1,3,0.00,0.17,0.00
601681,2.08675,2.08675,2.08675,1.36150,0.00000,0.87340,26.8417,1,3,0.00,0.17,0.00
601828,2.08675,2.08675,2.08675,1.36138,0.00000,0.87340,26.8440,1,3,0.00,0.17,0.00
601969,2.08662,2.08662,2.08662,1.36150,0.00000,0.87337,26.8428,1,3,0.00,0.17,0.00
602109,2.08662,2.08662,2.08662,1.36150,0.00000,0.87337,26.8440,1,3,0.00,0.17,0.00
602258,2.08650,2.08650,2.08650,1.36138,0.00000,0.87335,26.8428,1,3,0.00,0.17,0.00
602396,2.08650,2.08650,2.08650,1.36150,0.00000,0.87335,26.8451,1,3,0.00,0.17,0.00
602538,2.08650,2.08650,2.08650,1.36138,0.00000,0.87335,26.8428,1,3,0.00,0.17,0.00
602681,2.08650,2.08650,2.08650,1.36138,0.00000,0.87335,26.8428,1,3,0.00,0.17,0.00
602828,2.08650,2.08650,2.08650,1.36138,0.00000,0.87335,26.8440,1,3,0.00,0.17,0.00
602966,2.08650,2.08650,2.08650,1.36150,0.00000,0.87335,26.8440,1,3,0.00,0.17,0.00
603109,2.08637,2.08637,2.08637,1.36138,0.00000,0.87332,26.8440,1,3,0.00,0.17,0.00
603259,2.08625,2.08625,2.08625,1.36150,0.00000,0.87330,26.8428,1,3,0.00,0.17,0.00
603397,2.08625,2.08625,2.08625,1.36138,0.00000,0.87330,26.8428,1,3,0.00,0.17,0.00
603538,2.08625,2.08625,2.08625,1.36138,0.00000,0.87330,26.8451,1,3,0.00,0.17,0.00
603681,2.08625,2.08625,2.08625,1.36150,0.00000,0.87330,26.8440,1,3,0.00,0.17,0.00
603824,2.08612,2.08612,2.08612,1.36138,0.00000,0.87327,26.8440,1,3,0.00,0.17,0.00
603966,2.08612,2.08612,2.08612,1.36138,0.00000,0.87327,26.8428,1,3,0.00,0.17,0.00
604110,2.08600,2.08600,2.08600,1.36138,0.00000,0.87324,26.8428,1,3,0.00,0.17,0.00
604254,2.08600,2.08600,2.08600,1.36138,0.00000,0.87324,26.8440,1,3,0.00,0.17,0.00
604395,2.08587,2.08587,2.08587,1.36150,0.00000,0.87322,26.8440,1,3,0.00,0.17,0.00
604538,2.08587,2.08587,2.08587,1.36138,0.00000,0.87322,26.8440,1,3,0.00,0.17,0.00
604681,2.08587,2.08587,2.08587,1.36138,0.00000,0.87322,26.8440,1,3,0.00,0.17,0.00
604824,2.08587,2.08587,2.08587,1.36150,0.00000,0.87322,26.8428,1,3,0.00,0.17,0.00
604968,2.08575,2.08575,2.08575,1.36138,0.00000,0.87319,26.8440,1,3,0.00,0.17,0.00
605109,2.08562,2.08562,2.08562,1.36138,0.00000,0.87317,26.8440,1,3,0.00,0.17,0.00
605256,2.08575,2.08575,2.08575,1.36138,0.00000,0.87319,26.8428,1,3,0.00,0.17,0.00
605397,2.08562,2.08562,2.08562,1.36138,0.00000,0.87317,26.8451,1,3,0.00,0.17,0.00
605538,2.08562,2.08562,2.08562,1.36150,0.00000,0.87317,26.8440,1,3,0.00,0.17,0.00
605681,2.08550,2.08550,2.08550,1.36150,0.00000,0.87314,26.8440,1,3,0.00,0.17,0.00
605831,2.08537,2.08537,2.08537,1.36138,0.00000,0.87311,26.8440,1,3,0.00,0.17,0.00
605969,2.08537,2.08537,2.08537,1.36138,0.00000,0.87311,26.8451,1,3,0.00,0.17,0.00
606110,2.08537,2.08537,2.08537,1.36138,0.00000,0.87311,26.8440,1,3,0.00,0.17,0.00
606256,2.08525,2.08525,2.08525,1.36150,0.00000,0.87309,26.8451,1,3,0.00,0.17,0.00
606395,2.08525,2.08525,2.08525,1.36125,0.00000,0.87309,26.8440,1,3,0.00,0.17,0.00
606538,2.08525,2.08525,2.08525,1.36138,0.00000,0.87309,26.8451,1,3,0.00,0.17,0.00
606694,2.08512,2.08512,2.08512,1.36125,0.00000,0.87306,26.8451,1,3,0.00,0.17,0.00
606832,2.08512,2.08512,2.08512,1.36138,0.00000,0.87306,26.8440,1,3,0.00,0.17,0.00
606973,2.08500,2.08500,2.08500,1.36150,0.00000,0.87304,26.8451,1,3,0.00,0.17,0.00
607114,2.08500,2.08500,2.08500,1.36138,0.00000,0.87304,26.8440,1,3,0.00,0.17,0.00
607256,2.08500,2.08500,2.08500,1.36150,0.00000,0.87304,26.8440,1,3,0.00,0.17,0.00
607395,2.08488,2.08488,2.08488,1.36150,0.00000,0.87301,26.8451,1,3,0.00,0.17,0.00
607660,2.08488,2.08488,2.08488,1.36138,0.00000,0.87301,26.8440,1,3,0.00,0.17,0.00
607807,2.08488,2.08488,2.08488,1.36150,0.00000,0.87301,26.8451,1,3,0.00,0.17,0.00
607949,2.08475,2.08475,2.08475,1.36138,0.00000,0.87298,26.8462,1,3,0.00,0.17,0.00
608087,2.08475,2.08475,2.08475,1.36138,0.00000,0.87298,26.8462,1,3,0.00,0.17,0.00
608230,2.08475,2.08475,2.08475,1.36150,0.00000,0.87298,26.8462,1,3,0.00,0.17,0.00
608369,2.08462,2.08462,2.08462,1.36150,0.00000,0.87296,26.8451,1,3,0.00,0.17,0.00
608508,2.08462,2.08462,2.08462,1.36138,0.00000,0.87296,26.8462,1,3,0.00,0.17,0.00
608656,2.08462,2.08462,2.08462,1.36138,0.00000,0.87296,26.8451,1,3,0.00,0.17,0.00
608803,2.08450,2.08450,2.08450,1.36150,0.00000,0.87293,26.8462,1,3,0.00,0.17,0.00
608941,2.08450,2.08450,2.08450,1.36125,0.00000,0.87293,26.8462,1,3,0.00,0.17,0.00
609079,2.08450,2.08450,2.08450,1.36138,0.00000,0.87293,26.8474,1,3,0.00,0.17,0.00
609224,2.08450,2.08450,2.08450,1.36150,0.00000,0.87293,26.8462,1,3,0.00,0.17,0.00
609363,2.08437,2.08437,2.08437,1.36125,0.00000,0.87290,26.8451,1,3,0.00,0.17,0.00
609511,2.08425,2.08425,2.08425,1.36138,0.00000,0.87288,26.8451,1,3,0.00,0.17,0.00
609653,2.08425,2.08425,2.08425,1.36150,0.00000,0.87288,26.8451,1,3,0.00,0.17,0.00
609796,2.08437,2.08437,2.08437,1.36125,0.00000,0.87290,26.8462,1,3,0.00,0.17,0.00
609934,2.08425,2.08425,2.08425,1.36150,0.00000,0.87288,26.8451,1,3,0.00,0.17,0.00
610073,2.08425,2.08425,2.08425,1.36138,0.00000,0.87288,26.8474,1,3,0.00,0.17,0.00
610217,2.08425,2.08425,2.08425,1.36125,0.00000,0.87288,26.8474,1,3,0.00,0.17,0.00
610365,2.08425,2.08425,2.08425,1.36150,0.00000,0.87288,26.8451,1,3,0.00,0.17,0.00
610507,2.08413,2.08413,2.08413,1.36150,0.00000,0.87285,26.8462,1,3,0.00,0.17,0.00
610645,2.08413,2.08413,2.08413,1.36138,0.00000,0.87285,26.8474,1,3,0.00,0.17,0.00
610789,2.08400,2.08400,2.08400,1.36138,0.00000,0.87283,26.8451,1,3,0.00,0.17,0.00
610928,2.08400,2.08400,2.08400,1.36150,0.00000,0.87283,26.8451,1,3,0.00,0.17,0.00
611067,2.08387,2.08387,2.08387,1.36150,0.00000,0.87280,26.8462,1,3,0.00,0.17,0.00
611220,2.08400,2.08400,2.08400,1.36138,0.00000,0.87283,26.8462,1,3,0.00,0.17,0.00
611362,2.08387,2.08387,2.08387,1.36138,0.00000,0.87280,26.8462,1,3,0.00,0.17,0.00
611509,2.08387,2.08387,2.08387,1.36138,0.00000,0.87280,26.8462,1,3,0.00,0.17,0.00
611647,2.08387,2.08387,2.08387,1.36150,0.00000,0.87280,26.8451,1,3,0.00,0.17,0.00
611791,2.08387,2.08387,2.08387,1.36138,0.00000,0.87280,26.8462,1,3,0.00,0.17,0.00
611928,2.08375,2.08375,2.08375,1.36138,0.00000,0.87277,26.8474,1,3,0.00,0.17,0.00
612071,2.08375,2.08375,2.08375,1.36150,0.00000,0.87277,26.8474,1,3,0.00,0.17,0.00
612215,2.08362,2.08362,2.08362,1.36150,0.00000,0.87275,26.8474,1,3,0.00,0.17,0.00
612353,2.08362,2.08362,2.08362,1.36150,0.00000,0.87275,26.8462,1,3,0.00,0.17,0.00
612495,2.08362,2.08362,2.08362,1.36138,0.00000,0.87275,26.8462,1,3,0.00,0.17,0.00
612637,2.08350,2.08350,2.08350,1.36150,0.00000,0.87272,26.8462,1,3,0.00,0.17,0.00
612780,2.08350,2.08350,2.08350,1.36150,0.00000,0.87272,26.8474,1,3,0.00,0.17,0.00
612923,2.08350,2.08350,2.08350,1.36138,0.00000,0.87272,26.8462,1,3,0.00,0.17,0.00
613061,2.08350,2.08350,2.08350,1.36138,0.00000,0.87272,26.8485,1,3,0.00,0.17,0.00
613229,2.08350,2.08350,2.08350,1.36150,0.00000,0.87272,26.8462,1,3,0.00,0.17,0.00
613370,2.08338,2.08338,2.08338,1.36138,0.00000,0.87270,26.8462,1,3,0.00,0.17,0.00
613511,2.08338,2.08338,2.08338,1.36138,0.00000,0.87270,26.8474,1,3,0.00,0.17,0.00
613648,2.08338,2.08338,2.08338,1.36138,0.00000,0.87270,26.8451,1,3,0.00,0.17,0.00
613791,2.08338,2.08338,2.08338,1.36150,0.00000,0.87270,26.8474,1,3,0.00,0.17,0.00
613935,2.08325,2.08325,2.08325,1.36150,0.00000,0.87267,26.8462,1,3,0.00,0.17,0.00
614073,2.08312,2.08312,2.08312,1.36138,0.00000,0.87264,26.8462,1,3,0.00,0.17,0.00
614220,2.08312,2.08312,2.08312,1.36138,0.00000,0.87264,26.8462,1,3,0.00,0.17,0.00
614361,2.08325,2.08325,2.08325,1.36138,0.00000,0.87267,26.8462,1,3,0.00,0.17,0.00
614498,2.08312,2.08312,2.08312,1.36138,0.00000,0.87264,26.8474,1,3,0.00,0.17,0.00
614635,2.08312,2.08312,2.08312,1.36138,0.00000,0.87264,26.8462,1,3,0.00,0.17,0.00
614785,2.08312,2.08312,2.08312,1.36138,0.00000,0.87264,26.8474,1,3,0.00,0.17,0.00
614923,2.08312,2.08312,2.08312,1.36150,0.00000,0.87264,26.8462,1,3,0.00,0.17,0.00
615064,2.08300,2.08300,2.08300,1.36138,0.00000,0.87262,26.8474,1,3,0.00,0.17,0.00
615211,2.08312,2.08312,2.08312,1.36138,0.00000,0.87264,26.8474,1,3,0.00,0.17,0.00
615348,2.08300,2.08300,2.08300,1.36150,0.00000,0.87262,26.8462,1,3,0.00,0.17,0.00
615485,2.08300,2.08300,2.08300,1.36138,0.00000,0.87262,26.8474,1,3,0.00,0.17,0.00
615750,2.08287,2.08287,2.08287,1.36138,0.00000,0.87259,26.8474,1,3,0.00,0.17,0.00
616086,2.08300,2.08300,2.08300,1.36150,0.00000,0.87262,26.8485,1,3,0.00,0.17,0.00
616447,2.08287,2.08287,2.08287,1.36138,0.00000,0.87259,26.8474,1,3,0.00,0.17,0.00
616588,2.08287,2.08287,2.08287,1.36138,0.00000,0.87259,26.8474,1,3,0.00,0.17,0.00
616730,2.08287,2.08287,2.08287,1.36150,0.00000,0.87259,26.8474,1,3,0.00,0.17,0.00
616867,2.08287,2.08287,2.08287,1.36138,0.00000,0.87259,26.8485,1,3,0.00,0.17,0.00
617011,2.08287,2.08287,2.08287,1.36138,0.00000,0.87259,26.8474,1,3,0.00,0.17,0.00
617149,2.08287,2.08287,2.08287,1.36125,0.00000,0.87259,26.8485,1,3,0.00,0.17,0.00
617296,2.08275,2.08275,2.08275,1.36138,0.00000,0.87257,26.8462,1,3,0.00,0.17,0.00
617437,2.08275,2.08275,2.08275,1.36150,0.00000,0.87257,26.8474,1,3,0.00,0.17,0.00
617574,2.08275,2.08275,2.08275,1.36150,0.00000,0.87257,26.8474,1,3,0.00,0.17,0.00
617717,2.08262,2.08262,2.08262,1.36138,0.00000,0.87254,26.8485,1,3,0.00,0.17,0.00
617861,2.08275,2.08275,2.08275,1.36138,0.00000,0.87257,26.8485,1,3,0.00,0.17,0.00
617999,2.08262,2.08262,2.08262,1.36138,0.00000,0.87254,26.8485,1,3,0.00,0.17,0.00
618140,2.08262,2.08262,2.08262,1.36138,0.00000,0.87254,26.8474,1,3,0.00,0.17,0.00
618287,2.08262,2.08262,2.08262,1.36138,0.00000,0.87254,26.8497,1,3,0.00,0.17,0.00
618424,2.08262,2.08262,2.08262,1.36138,0.00000,0.87254,26.8485,1,3,0.00,0.17,0.00
618561,2.08262,2.08262,2.08262,1.36138,0.00000,0.87254,26.8474,1,3,0.00,0.17,0.00
618711,2.08262,2.08262,2.08262,1.36138,0.00000,0.87254,26.8474,1,3,0.00,0.17,0.00
618849,2.08262,2.08262,2.08262,1.36138,0.00000,0.87254,26.8485,1,3,0.00,0.17,0.00
618990,2.08262,2.08262,2.08262,1.36138,0.00000,0.87254,26.8485,1,3,0.00,0.17,0.00
619131,2.08262,2.08262,2.08262,1.36125,0.00000,0.87254,26.8485,1,3,0.00,0.17,0.00
619273,2.08262,2.08262,2.08262,1.36138,0.00000,0.87254,26.8485,1,3,0.00,0.17,0.00
619410,2.08262,2.08262,2.08262,1.36138,0.00000,0.87254,26.8485,1,3,0.00,0.17,0.00
619548,2.08262,2.08262,2.08262,1.36138,0.00000,0.87254,26.8485,1,3,0.00,0.17,0.00
619697,2.08262,2.08262,2.08262,1.36138,0.00000,0.87254,26.8497,1,3,0.00,0.17,0.00
619838,2.08250,2.08250,2.08250,1.36125,0.00000,0.87251,26.8485,1,3,0.00,0.17,0.00
619979,2.08262,2.08262,2.08262,1.36150,0.00000,0.87254,26.8474,1,3,0.00,0.17,0.00
620116,2.08250,2.08250,2.08250,1.36138,0.00000,0.87251,26.8474,1,3,0.00,0.17,0.00
620259,2.08250,2.08250,2.08250,1.36138,0.00000,0.87251,26.8485,1,3,0.00,0.17,0.00
620397,2.08237,2.08237,2.08237,1.36150,0.00000,0.87249,26.8497,1,3,0.00,0.17,0.00
620541,2.08250,2.08250,2.08250,1.36138,0.00000,0.87251,26.8497,1,3,0.00,0.17,0.00
620687,2.08250,2.08250,2.08250,1.36138,0.00000,0.87251,26.8485,1,3,0.00,0.17,0.00
620828,2.08237,2.08237,2.08237,1.36138,0.00000,0.87249,26.8497,1,3,0.00,0.17,0.00
620966,2.08250,2.08250,2.08250,1.36138,0.00000,0.87251,26.8497,1,3,0.00,0.17,0.00
621109,2.08237,2.08237,2.08237,1.36150,0.00000,0.87249,26.8485,1,3,0.00,0.17,0.00
621253,2.08237,2.08237,2.08237,1.36138,0.00000,0.87249,26.8474,1,3,0.00,0.17,0.00
621397,2.08250,2.08250,2.08250,1.36138,0.00000,0.87251,26.8497,1,3,0.00,0.17,0.00
621538,2.08237,2.08237,2.08237,1.36138,0.00000,0.87249,26.8485,1,3,0.00,0.17,0.00
621681,2.08237,2.08237,2.08237,1.36138,0.00000,0.87249,26.8485,1,3,0.00,0.17,0.00
621823,2.08237,2.08237,2.08237,1.36138,0.00000,0.87249,26.8497,1,3,0.00,0.17,0.00
621966,2.08237,2.08237,2.08237,1.36138,0.00000,0.87249,26.8497,1,3,0.00,0.17,0.00
622109,2.08237,2.08237,2.08237,1.36150,0.00000,0.87249,26.8508,1,3,0.00,0.17,0.00
622265,2.08225,2.08225,2.08225,1.36125,0.00000,0.87246,26.8485,1,3,0.00,0.17,0.00
622406,2.08225,2.08225,2.08225,1.36138,0.00000,0.87246,26.8519,1,3,0.00,0.17,0.00
622547,2.08225,2.08225,2.08225,1.36138,0.00000,0.87246,26.8485,1,3,0.00,0.17,0.00
