# Time[ms],Looppar,Vdiode[V],Vled[V],Vscat[V],Temperature[C],Ix[A],Iy[A],Iz[A],LED_type
496906,0,,,,,,0.0464,,1
497057,0,,,,25.4633,,,,1
497185,0,,,2.7749,,,,,1
497314,0,0.6779,,,,,,,1
497442,0,,,2.7753,,,,,1
497592,0,,,,,-0.0376,,,1
497743,0,,,,,,,0.4829,1
497894,0,,,,,,0.0464,,1
498046,0,,,,25.4633,,,,1
498174,0,0.6777,,,,,,,1
498302,0,,,2.7759,,,,,1
498430,0,0.6777,,,,,,,1
498558,0,,,2.7760,,,,,1
498708,0,,,,,-0.0376,,,1
498859,0,,,,,,,0.4829,1
499010,0,,,,,,0.0466,,1
499161,0,,,,25.4633,,,,1
499289,0,0.6777,,,,,,,1
499417,0,,,2.7766,,,,,1
499545,0,0.6777,,,,,,,1
499695,0,,,,,-0.0376,,,1
499846,0,,,,,,,0.4824,1
499997,0,,,,,,0.0464,,1
500148,0,,,,25.4633,,,,1
500276,0,,,2.7772,,,,,1
500404,0,0.6777,,,,,,,1
500532,0,,,2.7775,,,,,1
500682,0,,,,,-0.0376,,,1
500833,0,,,,,,,0.4827,1
500984,0,,,,,,0.0464,,1
501135,0,,,,25.4633,,,,1
501263,0,0.6777,,,,,,,1
501391,0,,,2.7782,,,,,1
501519,0,0.6779,,,,,,,1
501669,0,,,,,-0.0376,,,1
501820,0,,,,,,,0.4827,1
501971,0,,,,,,0.0464,,1
502122,0,,,,25.4633,,,,1
502250,0,,,2.7787,,,,,1
502378,0,0.6777,,,,,,,1
502506,0,,,2.7790,,,,,1
502656,0,,,,,-0.0376,,,1
502807,0,,,,,,,0.4827,1
502958,0,,,,,,0.0464,,1
503109,0,,,,25.4633,,,,1
503237,0,0.6777,,,,,,,1
503365,0,,,2.7797,,,,,1
503493,0,0.6777,,,,,,,1
503644,0,,,,,-0.0376,,,1
503795,0,,,,,,,0.4827,1
503946,0,,,,,,0.0464,,1
504097,0,,,,25.4633,,,,1
504225,0,,,2.7805,,,,,1
504353,0,0.6777,,,,,,,1
504481,0,,,2.7806,,,,,1
504631,0,,,,,-0.0376,,,1
504782,0,,,,,,,0.4827,1
504933,0,,,,,,0.0464,,1
505084,0,,,,25.4633,,,,1
505212,0,0.6777,,,,,,,1
505340,0,,,2.7814,,,,,1
505468,0,0.6779,,,,,,,1
505618,0,,,,,-0.0376,,,1
505769,0,,,,,,,0.4827,1
505920,0,,,,,,0.0464,,1
506071,0,,,,25.4633,,,,1
506199,0,,,2.7819,,,,,1
506327,0,0.6779,,,,,,,1
506455,0,,,2.7819,,,,,1
506605,0,,,,,-0.0376,,,1
506756,0,,,,,,,0.4827,1
506907,0,,,,,,0.0464,,1
507058,0,,,,25.4633,,,,1
507186,0,0.6777,,,,,,,1
507314,0,,,2.7829,,,,,1
507442,0,0.6777,,,,,,,1
507592,0,,,,,-0.0376,,,1
507743,0,,,,,,,0.4829,1
507894,0,,,,,,0.0464,,1
508045,0,,,,25.4633,,,,1
508173,0,,,2.7833,,,,,1
508301,0,0.6779,,,,,,,1
508429,0,,,2.7835,,,,,1
508557,0,0.6779,,,,,,,1
508707,0,,,,,-0.0376,,,1
508858,0,,,,,,,0.4827,1
509009,0,,,,,,0.0466,,1
509160,0,,,,25.4633,,,,1
509288,0,,,2.7844,,,,,1
509416,0,0.6779,,,,,,,1
509544,0,,,2.7844,,,,,1
509694,0,,,,,-0.0374,,,1
509845,0,,,,,,,0.4829,1
509996,0,,,,,,0.0466,,1
510147,0,,,,25.4633,,,,1
510275,0,0.6777,,,,,,,1
510403,0,,,2.7855,,,,,1
510531,0,0.6779,,,,,,,1
510681,0,,,,,-0.0374,,,1
510832,0,,,,,,,0.4829,1
510983,0,,,,,,0.0466,,1
511134,0,,,,25.4633,,,,1
511262,0,,,2.7860,,,,,1
511390,0,0.6777,,,,,,,1
511519,0,,,2.7861,,,,,1
511669,0,,,,,-0.0374,,,1
511820,0,,,,,,,0.4829,1
511971,0,,,,,,0.0466,,1
512122,0,,,,25.4633,,,,1
512251,0,0.6777,,,,,,,1
512378,0,,,2.7867,,,,,1
512506,0,0.6777,,,,,,,1
512657,0,,,,,-0.0374,,,1
512808,0,,,,,,,0.4829,1
512959,0,,,,,,0.0466,,1
513110,0,,,,25.4633,,,,1
513238,0,,,2.7874,,,,,1
513366,0,0.6779,,,,,,,1
513494,0,,,2.7875,,,,,1
513644,0,,,,,-0.0374,,,1
513795,0,,,,,,,0.4827,1
513946,0,,,,,,0.0466,,1
514097,0,,,,25.4663,,,,1
514225,0,0.6777,,,,,,,1
514353,0,,,2.7884,,,,,1
514481,0,0.6779,,,,,,,1
514631,0,,,,,-0.0374,,,1
514782,0,,,,,,,0.4827,1
514933,0,,,,,,0.0466,,1
515084,0,,,,25.4633,,,,1
515212,0,,,2.7891,,,,,1
515340,0,0.6779,,,,,,,1
515468,0,,,2.7891,,,,,1
515618,0,,,,,-0.0374,,,1
515769,0,,,,,,,0.4829,1
515920,0,,,,,,0.0466,,1
516071,0,,,,25.4633,,,,1
516199,0,0.6779,,,,,,,1
516327,0,,,2.7900,,,,,1
516455,0,0.6777,,,,,,,1
516605,0,,,,,-0.0376,,,1
516756,0,,,,,,,0.4824,1
516907,0,,,,,,0.0462,,1
517058,0,,,,25.4633,,,,1
517186,0,,,2.7905,,,,,1
517314,0,0.6779,,,,,,,1
517442,0,,,2.7907,,,,,1
517592,0,,,,,-0.0378,,,1
517743,0,,,,,,,0.4824,1
517894,0,,,,,,0.0464,,1
518045,0,,,,25.4663,,,,1
518173,0,0.6779,,,,,,,1
518301,0,,,2.7915,,,,,1
518430,0,0.6779,,,,,,,1
518557,0,,,2.7916,,,,,1
518708,0,,,,,-0.0376,,,1
518859,0,,,,,,,0.4827,1
519010,0,,,,,,0.0464,,1
519161,0,,,,25.4633,,,,1
519289,0,0.6779,,,,,,,1
519417,0,,,2.7925,,,,,1
519545,0,0.6777,,,,,,,1
519695,0,,,,,-0.0376,,,1
519846,0,,,,,,,0.4827,1
519997,0,,,,,,0.0464,,1
520148,0,,,,25.4663,,,,1
520276,0,,,2.7931,,,,,1
520404,0,0.6779,,,,,,,1
520532,0,,,2.7934,,,,,1
520682,0,,,,,-0.0376,,,1
520833,0,,,,,,,0.4827,1
520984,0,,,,,,0.0464,,1
521135,0,,,,25.4663,,,,1
521263,0,0.6779,,,,,,,1
521391,0,,,2.7938,,,,,1
521519,0,0.6779,,,,,,,1
521669,0,,,,,-0.0376,,,1
521820,0,,,,,,,0.4827,1
521971,0,,,,,,0.0466,,1
522122,0,,,,25.4663,,,,1
522250,0,,,2.7944,,,,,1
522378,0,0.6779,,,,,,,1
522506,0,,,2.7946,,,,,1
522656,0,,,,,-0.0376,,,1
522807,0,,,,,,,0.4829,1
522958,0,,,,,,0.0466,,1
523109,0,,,,25.4663,,,,1
523237,0,0.6779,,,,,,,1
523365,0,,,2.7953,,,,,1
523493,0,0.6779,,,,,,,1
523643,0,,,,,-0.0376,,,1
523794,0,,,,,,,0.4827,1
523945,0,,,,,,0.0466,,1
524096,0,,,,25.4663,,,,1
524224,0,,,2.7959,,,,,1
524352,0,0.6779,,,,,,,1
524480,0,,,2.7960,,,,,1
524630,0,,,,,-0.0374,,,1
524781,0,,,,,,,0.4827,1
524932,0,,,,,,0.0466,,1
525083,0,,,,25.4663,,,,1
525211,0,0.6779,,,,,,,1
525339,0,,,2.7967,,,,,1
525467,0,0.6779,,,,,,,1
525617,0,,,,,-0.0376,,,1
525768,0,,,,,,,0.4827,1
525919,0,,,,,,0.0464,,1
526070,0,,,,25.4663,,,,1
526198,0,,,2.7974,,,,,1
526326,0,0.6779,,,,,,,1
526454,0,,,2.7975,,,,,1
526605,0,,,,,-0.0376,,,1
526756,0,,,,,,,0.4827,1
526907,0,,,,,,0.0466,,1
527058,0,,,,25.4663,,,,1
527187,0,0.6779,,,,,,,1
527315,0,,,2.7982,,,,,1
527443,0,0.6779,,,,,,,1
527593,0,,,,,-0.0374,,,1
527744,0,,,,,,,0.4827,1
527895,0,,,,,,0.0466,,1
528046,0,,,,25.4663,,,,1
528174,0,,,2.7987,,,,,1
528302,0,0.6779,,,,,,,1
528430,0,,,2.7989,,,,,1
528558,0,0.6779,,,,,,,1
528708,0,,,,,-0.0376,,,1
528859,0,,,,,,,0.4827,1
529010,0,,,,,,0.0466,,1
529161,0,,,,25.4663,,,,1
529289,0,,,2.7994,,,,,1
529417,0,0.6779,,,,,,,1
529545,0,,,2.7997,,,,,1
529695,0,,,,,-0.0374,,,1
529846,0,,,,,,,0.4827,1
529997,0,,,,,,0.0466,,1
530148,0,,,,25.4663,,,,1
530276,0,0.6779,,,,,,,1
530404,0,,,2.8005,,,,,1
530532,0,0.6779,,,,,,,1
530682,0,,,,,-0.0374,,,1
530833,0,,,,,,,0.4827,1
530984,0,,,,,,0.0466,,1
531135,0,,,,25.4663,,,,1
531263,0,,,2.8006,,,,,1
531391,0,0.6779,,,,,,,1
531519,0,,,2.8009,,,,,1
531669,0,,,,,-0.0374,,,1
531820,0,,,,,,,0.4829,1
531971,0,,,,,,0.0466,,1
532122,0,,,,25.4663,,,,1
532250,0,0.6779,,,,,,,1
532378,0,,,2.8015,,,,,1
532506,0,0.6779,,,,,,,1
532656,0,,,,,-0.0374,,,1
532807,0,,,,,,,0.4827,1
532958,0,,,,,,0.0466,,1
533109,0,,,,25.4663,,,,1
533237,0,,,2.8020,,,,,1
533365,0,0.6779,,,,,,,1
533493,0,,,2.8022,,,,,1
533643,0,,,,,-0.0374,,,1
533794,0,,,,,,,0.4829,1
533945,0,,,,,,0.0466,,1
534096,0,,,,25.4663,,,,1
534224,0,0.6779,,,,,,,1
534352,0,,,2.8027,,,,,1
534480,0,0.6779,,,,,,,1
534630,0,,,,,-0.0374,,,1
534781,0,,,,,,,0.4829,1
534932,0,,,,,,0.0466,,1
535083,0,,,,25.4663,,,,1
535211,0,,,2.8035,,,,,1
535339,0,0.6779,,,,,,,1
535467,0,,,2.8036,,,,,1
535617,0,,,,,-0.0374,,,1
535768,0,,,,,,,0.4827,1
535919,0,,,,,,0.0466,,1
536070,0,,,,25.4663,,,,1
536198,0,0.6779,,,,,,,1
536326,0,,,2.8041,,,,,1
536454,0,0.6779,,,,,,,1
536604,0,,,,,-0.0374,,,1
536755,0,,,,,,,0.4827,1
536906,0,,,,,,0.0466,,1
537057,0,,,,25.4663,,,,1
537185,0,,,2.8045,,,,,1
537313,0,0.6779,,,,,,,1
537441,0,,,2.8047,,,,,1
537591,0,,,,,-0.0374,,,1
537742,0,,,,,,,0.4827,1
537893,0,,,,,,0.0466,,1
538044,0,,,,25.4663,,,,1
538172,0,0.6779,,,,,,,1
538300,0,,,2.8052,,,,,1
538428,0,0.6779,,,,,,,1
538556,0,,,2.8054,,,,,1
538706,0,,,,,-0.0374,,,1
538857,0,,,,,,,0.4827,1
539008,0,,,,,,0.0466,,1
539159,0,,,,25.4663,,,,1
539287,0,0.6779,,,,,,,1
539415,0,,,2.8060,,,,,1
539543,0,0.6779,,,,,,,1
539693,0,,,,,-0.0374,,,1
539844,0,,,,,,,0.4827,1
539995,0,,,,,,0.0466,,1
540146,0,,,,25.4663,,,,1
540274,0,,,2.8064,,,,,1
540402,0,0.6779,,,,,,,1
540530,0,,,2.8065,,,,,1
540680,0,,,,,-0.0374,,,1
540831,0,,,,,,,0.4829,1
540982,0,,,,,,0.0466,,1
541133,0,,,,25.4663,,,,1
541261,0,0.6779,,,,,,,1
541389,0,,,2.8073,,,,,1
541517,0,0.6779,,,,,,,1
541667,0,,,,,-0.0374,,,1
541818,0,,,,,,,0.4827,1
541969,0,,,,,,0.0466,,1
542120,0,,,,25.4663,,,,1
542248,0,,,2.8076,,,,,1
542376,0,0.6779,,,,,,,1
542504,0,,,2.8077,,,,,1
542654,0,,,,,-0.0374,,,1
542805,0,,,,,,,0.4827,1
542956,0,,,,,,0.0464,,1
543107,0,,,,25.4663,,,,1
543235,0,0.6779,,,,,,,1
543363,0,,,2.8081,,,,,1
543491,0,0.6779,,,,,,,1
543641,0,,,,,-0.0376,,,1
543792,0,,,,,,,0.4827,1
543943,0,,,,,,0.0466,,1
544094,0,,,,25.4663,,,,1
544222,0,,,2.8087,,,,,1
544350,0,0.6779,,,,,,,1
544478,0,,,2.8086,,,,,1
544628,0,,,,,-0.0378,,,1
544779,0,,,,,,,0.4824,1
544930,0,,,,,,0.0464,,1
545081,0,,,,25.4663,,,,1
545209,0,0.6779,,,,,,,1
545337,0,,,2.8091,,,,,1
545466,0,0.6779,,,,,,,1
545616,0,,,,,-0.0376,,,1
545767,0,,,,,,,0.4824,1
545918,0,,,,,,0.0464,,1
546069,0,,,,25.4663,,,,1
546197,0,,,2.8095,,,,,1
546325,0,0.6779,,,,,,,1
546453,0,,,2.8096,,,,,1
546603,0,,,,,-0.0376,,,1
546754,0,,,,,,,0.4824,1
546905,0,,,,,,0.0464,,1
547056,0,,,,25.4663,,,,1
547184,0,0.6779,,,,,,,1
547312,0,,,2.8100,,,,,1
547440,0,0.6779,,,,,,,1
547590,0,,,,,-0.0376,,,1
547741,0,,,,,,,0.4827,1
547892,0,,,,,,0.0464,,1
548043,0,,,,25.4663,,,,1
548171,0,,,2.8105,,,,,1
548299,0,0.6779,,,,,,,1
548427,0,,,2.8105,,,,,1
548555,0,0.6779,,,,,,,1
548705,0,,,,,-0.0374,,,1
548856,0,,,,,,,0.4827,1
549007,0,,,,,,0.0466,,1
549158,0,,,,25.4693,,,,1
549286,0,,,2.8108,,,,,1
549414,0,0.6779,,,,,,,1
549542,0,,,2.8110,,,,,1
549692,0,,,,,-0.0374,,,1
549843,0,,,,,,,0.4827,1
549994,0,,,,,,0.0466,,1
550145,0,,,,25.4693,,,,1
550273,0,0.6779,,,,,,,1
550401,0,,,2.8113,,,,,1
550529,0,0.6779,,,,,,,1
550679,0,,,,,-0.0374,,,1
550830,0,,,,,,,0.4824,1
550981,0,,,,,,0.0464,,1
551132,0,,,,25.4693,,,,1
551260,0,,,2.8116,,,,,1
551388,0,0.6779,,,,,,,1
551516,0,,,2.8115,,,,,1
551666,0,,,,,-0.0376,,,1
551817,0,,,,,,,0.4824,1
551968,0,,,,,,0.0464,,1
552119,0,,,,25.4693,,,,1
552247,0,0.6779,,,,,,,1
552375,0,,,2.8119,,,,,1
552503,0,0.6779,,,,,,,1
552653,0,,,,,-0.0376,,,1
552804,0,,,,,,,0.4827,1
552955,0,,,,,,0.0464,,1
553106,0,,,,25.4693,,,,1
553234,0,,,2.8124,,,,,1
553362,0,0.6779,,,,,,,1
553490,0,,,2.8125,,,,,1
553640,0,,,,,-0.0376,,,1
553791,0,,,,,,,0.4824,1
553942,0,,,,,,0.0464,,1
554093,0,,,,25.4693,,,,1
554221,0,0.6779,,,,,,,1
554349,0,,,2.8125,,,,,1
554477,0,0.6779,,,,,,,1
554627,0,,,,,-0.0376,,,1
554778,0,,,,,,,0.4827,1
554929,0,,,,,,0.0466,,1
555080,0,,,,25.4693,,,,1
555208,0,,,2.8126,,,,,1
555336,0,0.6779,,,,,,,1
555464,0,,,2.8126,,,,,1
555614,0,,,,,-0.0374,,,1
555765,0,,,,,,,0.4827,1
555916,0,,,,,,0.0466,,1
556067,0,,,,25.4693,,,,1
556195,0,0.6779,,,,,,,1
556323,0,,,2.8127,,,,,1
556451,0,0.6779,,,,,,,1
556601,0,,,,,-0.0376,,,1
556752,0,,,,,,,0.4827,1
556903,0,,,,,,0.0464,,1
557054,0,,,,25.4693,,,,1
557182,0,,,2.8131,,,,,1
557310,0,0.6779,,,,,,,1
557438,0,,,2.8132,,,,,1
557588,0,,,,,-0.0376,,,1
557739,0,,,,,,,0.4827,1
557890,0,,,,,,0.0464,,1
558041,0,,,,25.4693,,,,1
558169,0,0.6779,,,,,,,1
558297,0,,,2.8134,,,,,1
558425,0,0.6779,,,,,,,1
558553,0,,,2.8135,,,,,1
558703,0,,,,,-0.0376,,,1
558854,0,,,,,,,0.4824,1
559005,0,,,,,,0.0464,,1
559156,0,,,,25.4693,,,,1
559284,0,0.6779,,,,,,,1
559412,0,,,2.8135,,,,,1
559540,0,0.6779,,,,,,,1
559690,0,,,,,-0.0374,,,1
559841,0,,,,,,,0.4827,1
559992,0,,,,,,0.0464,,1
560143,0,,,,25.4693,,,,1
560271,0,,,2.8136,,,,,1
560399,0,0.6779,,,,,,,1
560527,0,,,2.8136,,,,,1
560677,0,,,,,-0.0374,,,1
560828,0,,,,,,,0.4827,1
560979,0,,,,,,0.0466,,1
561130,0,,,,25.4693,,,,1
561258,0,0.6779,,,,,,,1
561386,0,,,2.8136,,,,,1
561514,0,0.6780,,,,,,,1
561664,0,,,,,-0.0374,,,1
561815,0,,,,,,,0.4827,1
561966,0,,,,,,0.0466,,1
562117,0,,,,25.4693,,,,1
562245,0,,,2.8136,,,,,1
