# Time[ms],Looppar,Vdiode[V],Vled[V],Vscat[V],Temperature[C],Ix[A],Iy[A],Iz[A],LED_type
1749600,0,,,,,-0.0371,,,1
1749751,0,,,,,,,0.4817,1
1749902,0,,,,,,0.0468,,1
1750053,0,,,,25.6810,,,,1
1750181,0,0.6776,,,,,,,1
1750309,0,,,2.7495,,,,,1
1750437,0,0.6776,,,,,,,1
1750587,0,,,,,-0.0371,,,1
1750738,0,,,,,,,0.4817,1
1750889,0,,,,,,0.0471,,1
1751040,0,,,,25.6780,,,,1
1751168,0,,,2.7500,,,,,1
1751296,0,0.6776,,,,,,,1
1751424,0,,,2.7500,,,,,1
1751552,0,0.6776,,,,,,,1
1751702,0,,,,,-0.0371,,,1
1751853,0,,,,,,,0.4817,1
1752004,0,,,,,,0.0471,,1
1752155,0,,,,25.6810,,,,1
1752283,0,,,2.7504,,,,,1
1752411,0,0.6776,,,,,,,1
1752539,0,,,2.7504,,,,,1
1752689,0,,,,,-0.0371,,,1
1752840,0,,,,,,,0.4817,1
1752991,0,,,,,,0.0471,,1
1753142,0,,,,25.6810,,,,1
1753270,0,0.6776,,,,,,,1
1753398,0,,,2.7507,,,,,1
1753526,0,0.6776,,,,,,,1
1753676,0,,,,,-0.0369,,,1
1753827,0,,,,,,,0.4817,1
1753978,0,,,,,,0.0471,,1
1754129,0,,,,25.6780,,,,1
1754257,0,,,2.7513,,,,,1
1754385,0,0.6776,,,,,,,1
1754513,0,,,2.7513,,,,,1
1754663,0,,,,,-0.0371,,,1
1754814,0,,,,,,,0.4817,1
1754965,0,,,,,,0.0468,,1
1755116,0,,,,25.6810,,,,1
1755244,0,0.6776,,,,,,,1
1755372,0,,,2.7516,,,,,1
1755500,0,0.6776,,,,,,,1
1755650,0,,,,,-0.0371,,,1
1755801,0,,,,,,,0.4817,1
1755952,0,,,,,,0.0468,,1
1756103,0,,,,25.6810,,,,1
1756231,0,,,2.7521,,,,,1
1756359,0,0.6776,,,,,,,1
1756487,0,,,2.7521,,,,,1
1756637,0,,,,,-0.0369,,,1
1756788,0,,,,,,,0.4817,1
1756939,0,,,,,,0.0468,,1
1757090,0,,,,25.6810,,,,1
1757218,0,0.6777,,,,,,,1
1757346,0,,,2.7526,,,,,1
1757474,0,0.6776,,,,,,,1
1757624,0,,,,,-0.0369,,,1
1757775,0,,,,,,,0.4817,1
1757926,0,,,,,,0.0468,,1
1758077,0,,,,25.6810,,,,1
1758205,0,,,2.7530,,,,,1
1758333,0,0.6776,,,,,,,1
1758461,0,,,2.7531,,,,,1
1758611,0,,,,,-0.0371,,,1
1758762,0,,,,,,,0.4817,1
1758913,0,,,,,,0.0471,,1
1759064,0,,,,25.6810,,,,1
1759192,0,0.6777,,,,,,,1
1759320,0,,,2.7532,,,,,1
1759448,0,0.6776,,,,,,,1
1759598,0,,,,,-0.0371,,,1
1759749,0,,,,,,,0.4817,1
1759900,0,,,,,,0.0471,,1
1760051,0,,,,25.6810,,,,1
1760179,0,,,2.7539,,,,,1
1760307,0,0.6776,,,,,,,1
1760435,0,,,2.7539,,,,,1
1760586,0,,,,,-0.0371,,,1
1760737,0,,,,,,,0.4817,1
1760888,0,,,,,,0.0468,,1
1761039,0,,,,25.6810,,,,1
1761167,0,0.6776,,,,,,,1
1761295,0,,,2.7542,,,,,1
1761423,0,0.6777,,,,,,,1
1761551,0,,,2.7544,,,,,1
1761701,0,,,,,-0.0371,,,1
1761852,0,,,,,,,0.4817,1
1762003,0,,,,,,0.0471,,1
1762154,0,,,,25.6810,,,,1
1762282,0,0.6776,,,,,,,1
1762410,0,,,2.7549,,,,,1
1762538,0,0.6776,,,,,,,1
1762688,0,,,,,-0.0371,,,1
1762839,0,,,,,,,0.4817,1
1762990,0,,,,,,0.0468,,1
1763141,0,,,,25.6810,,,,1
1763269,0,,,2.7554,,,,,1
1763397,0,0.6776,,,,,,,1
1763525,0,,,2.7554,,,,,1
1763675,0,,,,,-0.0371,,,1
1763826,0,,,,,,,0.4817,1
1763977,0,,,,,,0.0468,,1
1764128,0,,,,25.6810,,,,1
1764256,0,0.6776,,,,,,,1
1764384,0,,,2.7556,,,,,1
1764512,0,0.6776,,,,,,,1
1764662,0,,,,,-0.0371,,,1
1764813,0,,,,,,,0.4817,1
1764964,0,,,,,,0.0471,,1
1765115,0,,,,25.6810,,,,1
1765243,0,,,2.7559,,,,,1
1765371,0,0.6776,,,,,,,1
1765499,0,,,2.7557,,,,,1
1765649,0,,,,,-0.0371,,,1
1765800,0,,,,,,,0.4817,1
1765951,0,,,,,,0.0471,,1
1766102,0,,,,25.6810,,,,1
1766230,0,0.6776,,,,,,,1
1766358,0,,,2.7562,,,,,1
1766486,0,0.6776,,,,,,,1
1766636,0,,,,,-0.0371,,,1
1766787,0,,,,,,,0.4817,1
1766938,0,,,,,,0.0471,,1
1767089,0,,,,25.6810,,,,1
1767217,0,,,2.7568,,,,,1
1767345,0,0.6776,,,,,,,1
1767473,0,,,2.7568,,,,,1
1767623,0,,,,,-0.0369,,,1
1767774,0,,,,,,,0.4817,1
1767925,0,,,,,,0.0471,,1
1768076,0,,,,25.6810,,,,1
1768204,0,0.6775,,,,,,,1
1768332,0,,,2.7571,,,,,1
1768460,0,0.6776,,,,,,,1
1768610,0,,,,,-0.0369,,,1
1768761,0,,,,,,,0.4817,1
1768912,0,,,,,,0.0471,,1
1769063,0,,,,25.6810,,,,1
1769191,0,,,2.7575,,,,,1
1769319,0,0.6776,,,,,,,1
1769447,0,,,2.7576,,,,,1
1769597,0,,,,,-0.0369,,,1
1769748,0,,,,,,,0.4817,1
1769899,0,,,,,,0.0471,,1
1770050,0,,,,25.6810,,,,1
1770178,0,0.6776,,,,,,,1
1770306,0,,,2.7580,,,,,1
1770434,0,0.6777,,,,,,,1
1770584,0,,,,,-0.0371,,,1
1770735,0,,,,,,,0.4817,1
1770886,0,,,,,,0.0471,,1
1771037,0,,,,25.6810,,,,1
1771165,0,,,2.7585,,,,,1
1771293,0,0.6776,,,,,,,1
1771421,0,,,2.7584,,,,,1
1771549,0,0.6776,,,,,,,1
1771699,0,,,,,-0.0371,,,1
1771850,0,,,,,,,0.4817,1
1772001,0,,,,,,0.0471,,1
1772152,0,,,,25.6810,,,,1
1772280,0,,,2.7589,,,,,1
1772408,0,0.6776,,,,,,,1
1772536,0,,,2.7589,,,,,1
1772686,0,,,,,-0.0369,,,1
1772837,0,,,,,,,0.4817,1
1772988,0,,,,,,0.0471,,1
1773139,0,,,,25.6810,,,,1
1773267,0,0.6777,,,,,,,1
1773395,0,,,2.7593,,,,,1
1773523,0,0.6777,,,,,,,1
1773673,0,,,,,-0.0369,,,1
1773824,0,,,,,,,0.4817,1
1773975,0,,,,,,0.0471,,1
1774126,0,,,,25.6810,,,,1
1774254,0,,,2.7599,,,,,1
1774382,0,0.6777,,,,,,,1
1774510,0,,,2.7599,,,,,1
1774660,0,,,,,-0.0369,,,1
1774811,0,,,,,,,0.4817,1
1774962,0,,,,,,0.0471,,1
1775113,0,,,,25.6810,,,,1
1775241,0,0.6776,,,,,,,1
1775369,0,,,2.7601,,,,,1
1775497,0,0.6777,,,,,,,1
1775647,0,,,,,-0.0369,,,1
1775798,0,,,,,,,0.4817,1
1775949,0,,,,,,0.0471,,1
1776100,0,,,,25.6810,,,,1
1776228,0,,,2.7605,,,,,1
1776356,0,0.6776,,,,,,,1
1776484,0,,,2.7606,,,,,1
1776634,0,,,,,-0.0369,,,1
1776785,0,,,,,,,0.4817,1
1776936,0,,,,,,0.0471,,1
1777087,0,,,,25.6810,,,,1
1777215,0,0.6776,,,,,,,1
1777343,0,,,2.7610,,,,,1
1777471,0,0.6776,,,,,,,1
1777621,0,,,,,-0.0371,,,1
1777772,0,,,,,,,0.4817,1
1777923,0,,,,,,0.0471,,1
1778074,0,,,,25.6810,,,,1
1778202,0,,,2.7612,,,,,1
1778330,0,0.6776,,,,,,,1
1778458,0,,,2.7612,,,,,1
1778608,0,,,,,-0.0369,,,1
1778759,0,,,,,,,0.4817,1
1778910,0,,,,,,0.0468,,1
1779061,0,,,,25.6810,,,,1
1779189,0,0.6777,,,,,,,1
1779317,0,,,2.7618,,,,,1
1779446,0,0.6776,,,,,,,1
1779596,0,,,,,-0.0369,,,1
1779747,0,,,,,,,0.4817,1
1779898,0,,,,,,0.0471,,1
1780049,0,,,,25.6810,,,,1
1780177,0,,,2.7621,,,,,1
1780305,0,0.6776,,,,,,,1
1780433,0,,,2.7620,,,,,1
1780583,0,,,,,-0.0371,,,1
1780734,0,,,,,,,0.4817,1
1780885,0,,,,,,0.0471,,1
1781036,0,,,,25.6810,,,,1
1781164,0,0.6777,,,,,,,1
1781292,0,,,2.7625,,,,,1
1781420,0,0.6777,,,,,,,1
1781548,0,,,2.7629,,,,,1
1781698,0,,,,,-0.0371,,,1
1781849,0,,,,,,,0.4817,1
1782000,0,,,,,,0.0471,,1
1782151,0,,,,25.6810,,,,1
1782279,0,0.6777,,,,,,,1
1782407,0,,,2.7631,,,,,1
1782535,0,0.6777,,,,,,,1
1782685,0,,,,,-0.0369,,,1
1782836,0,,,,,,,0.4817,1
1782987,0,,,,,,0.0471,,1
1783138,0,,,,25.6810,,,,1
1783266,0,,,2.7635,,,,,1
1783394,0,0.6776,,,,,,,1
1783522,0,,,2.7635,,,,,1
1783672,0,,,,,-0.0369,,,1
1783823,0,,,,,,,0.4817,1
1783974,0,,,,,,0.0471,,1
1784125,0,,,,25.6840,,,,1
1784253,0,0.6777,,,,,,,1
1784381,0,,,2.7636,,,,,1
1784509,0,0.6777,,,,,,,1
1784659,0,,,,,-0.0369,,,1
1784810,0,,,,,,,0.4817,1
1784961,0,,,,,,0.0471,,1
1785112,0,,,,25.6840,,,,1
1785240,0,,,2.7641,,,,,1
1785368,0,0.6777,,,,,,,1
1785496,0,,,2.7641,,,,,1
1785646,0,,,,,-0.0369,,,1
1785797,0,,,,,,,0.4817,1
1785948,0,,,,,,0.0471,,1
1786099,0,,,,25.6840,,,,1
1786227,0,0.6776,,,,,,,1
1786355,0,,,2.7645,,,,,1
1786483,0,0.6777,,,,,,,1
1786633,0,,,,,-0.0371,,,1
1786784,0,,,,,,,0.4817,1
1786935,0,,,,,,0.0468,,1
1787086,0,,,,25.6840,,,,1
1787214,0,,,2.7649,,,,,1
1787342,0,0.6776,,,,,,,1
1787470,0,,,2.7649,,,,,1
1787620,0,,,,,-0.0371,,,1
1787771,0,,,,,,,0.4817,1
1787922,0,,,,,,0.0471,,1
1788073,0,,,,25.6840,,,,1
1788201,0,0.6777,,,,,,,1
1788329,0,,,2.7652,,,,,1
1788457,0,0.6777,,,,,,,1
1788608,0,,,,,-0.0371,,,1
1788759,0,,,,,,,0.4817,1
1788910,0,,,,,,0.0471,,1
1789061,0,,,,25.6840,,,,1
1789189,0,,,2.7658,,,,,1
1789317,0,0.6777,,,,,,,1
1789445,0,,,2.7658,,,,,1
1789595,0,,,,,-0.0369,,,1
1789746,0,,,,,,,0.4817,1
1789897,0,,,,,,0.0468,,1
1790048,0,,,,25.6840,,,,1
1790176,0,0.6776,,,,,,,1
1790304,0,,,2.7662,,,,,1
1790432,0,0.6777,,,,,,,1
1790582,0,,,,,-0.0371,,,1
1790733,0,,,,,,,0.4817,1
1790884,0,,,,,,0.0471,,1
1791035,0,,,,25.6840,,,,1
1791163,0,,,2.7665,,,,,1
1791291,0,0.6776,,,,,,,1
1791419,0,,,2.7664,,,,,1
1791547,0,0.6776,,,,,,,1
1791697,0,,,,,-0.0371,,,1
1791848,0,,,,,,,0.4817,1
1791999,0,,,,,,0.0471,,1
1792150,0,,,,25.6840,,,,1
1792278,0,,,2.7671,,,,,1
1792406,0,0.6777,,,,,,,1
1792534,0,,,2.7670,,,,,1
1792684,0,,,,,-0.0369,,,1
1792835,0,,,,,,,0.4817,1
1792986,0,,,,,,0.0471,,1
1793137,0,,,,25.6840,,,,1
1793265,0,0.6776,,,,,,,1
1793393,0,,,2.7671,,,,,1
1793521,0,0.6777,,,,,,,1
1793671,0,,,,,-0.0371,,,1
1793822,0,,,,,,,0.4817,1
1793973,0,,,,,,0.0471,,1
1794124,0,,,,25.6840,,,,1
1794252,0,,,2.7675,,,,,1
1794380,0,0.6777,,,,,,,1
1794508,0,,,2.7675,,,,,1
1794659,0,,,,,-0.0371,,,1
1794810,0,,,,,,,0.4817,1
1794961,0,,,,,,0.0471,,1
1795113,0,,,,25.6840,,,,1
1795241,0,0.6777,,,,,,,1
1795369,0,,,2.7679,,,,,1
1795497,0,0.6777,,,,,,,1
1795647,0,,,,,-0.0369,,,1
1795798,0,,,,,,,0.4817,1
1795949,0,,,,,,0.0471,,1
1796100,0,,,,25.6840,,,,1
1796228,0,,,2.7679,,,,,1
1796356,0,0.6777,,,,,,,1
1796484,0,,,2.7681,,,,,1
1796634,0,,,,,-0.0369,,,1
1796785,0,,,,,,,0.4817,1
1796936,0,,,,,,0.0471,,1
1797087,0,,,,25.6840,,,,1
1797215,0,0.6777,,,,,,,1
1797343,0,,,2.7684,,,,,1
1797471,0,0.6777,,,,,,,1
1797621,0,,,,,-0.0369,,,1
1797772,0,,,,,,,0.4817,1
1797923,0,,,,,,0.0471,,1
1798074,0,,,,25.6840,,,,1
1798202,0,,,2.7685,,,,,1
1798330,0,0.6777,,,,,,,1
1798458,0,,,2.7688,,,,,1
1798608,0,,,,,-0.0369,,,1
1798759,0,,,,,,,0.4817,1
1798910,0,,,,,,0.0471,,1
1799061,0,,,,25.6840,,,,1
1799189,0,0.6777,,,,,,,1
1799317,0,,,2.7688,,,,,1
1799445,0,0.6777,,,,,,,1
1799595,0,,,,,-0.0371,,,1
1799746,0,,,,,,,0.4817,1
1799897,0,,,,,,0.0468,,1
1800048,0,,,,25.6840,,,,1
1800176,0,,,2.7691,,,,,1
1800304,0,0.6776,,,,,,,1
1800432,0,,,2.7691,,,,,1
1800582,0,,,,,-0.0371,,,1
1800733,0,,,,,,,0.4815,1
1800884,0,,,,,,0.0468,,1
1801035,0,,,,25.6840,,,,1
1801163,0,0.6777,,,,,,,1
1801291,0,,,2.7694,,,,,1
1801419,0,0.6776,,,,,,,1
1801547,0,,,2.7694,,,,,1
1801697,0,,,,,-0.0371,,,1
1801848,0,,,,,,,0.4817,1
1801999,0,,,,,,0.0468,,1
1802150,0,,,,25.6840,,,,1
1802278,0,0.6777,,,,,,,1
1802406,0,,,2.7695,,,,,1
1802535,0,0.6777,,,,,,,1
1802685,0,,,,,-0.0371,,,1
1802836,0,,,,,,,0.4817,1
1802987,0,,,,,,0.0468,,1
1803138,0,,,,25.6840,,,,1
1803266,0,,,2.7699,,,,,1
1803394,0,0.6776,,,,,,,1
1803522,0,,,2.7699,,,,,1
1803672,0,,,,,-0.0369,,,1
1803823,0,,,,,,,0.4817,1
1803974,0,,,,,,0.0468,,1
1804125,0,,,,25.6840,,,,1
1804253,0,0.6777,,,,,,,1
1804381,0,,,2.7701,,,,,1
1804509,0,0.6777,,,,,,,1
1804659,0,,,,,-0.0371,,,1
1804810,0,,,,,,,0.4817,1
1804961,0,,,,,,0.0468,,1
1805112,0,,,,25.6840,,,,1
1805240,0,,,2.7704,,,,,1
1805368,0,0.6776,,,,,,,1
1805496,0,,,2.7704,,,,,1
1805646,0,,,,,-0.0371,,,1
1805797,0,,,,,,,0.4817,1
1805948,0,,,,,,0.0471,,1
1806099,0,,,,25.6840,,,,1
1806227,0,0.6777,,,,,,,1
1806355,0,,,2.7704,,,,,1
1806483,0,0.6777,,,,,,,1
1806633,0,,,,,-0.0371,,,1
1806784,0,,,,,,,0.4817,1
1806935,0,,,,,,0.0468,,1
1807086,0,,,,25.6840,,,,1
1807214,0,,,2.7705,,,,,1
1807342,0,0.6776,,,,,,,1
1807470,0,,,2.7705,,,,,1
1807620,0,,,,,-0.0371,,,1
1807771,0,,,,,,,0.4817,1
1807922,0,,,,,,0.0468,,1
1808073,0,,,,25.6840,,,,1
1808201,0,0.6777,,,,,,,1
1808329,0,,,2.7709,,,,,1
1808457,0,0.6777,,,,,,,1
1808607,0,,,,,-0.0369,,,1
1808758,0,,,,,,,0.4817,1
1808909,0,,,,,,0.0468,,1
1809060,0,,,,25.6840,,,,1
1809188,0,,,2.7709,,,,,1
1809316,0,0.6777,,,,,,,1
1809444,0,,,2.7709,,,,,1
1809594,0,,,,,-0.0371,,,1
1809745,0,,,,,,,0.4817,1
1809896,0,,,,,,0.0471,,1
1810047,0,,,,25.6869,,,,1
1810175,0,0.6777,,,,,,,1
1810303,0,,,2.7710,,,,,1
1810431,0,0.6777,,,,,,,1
1810559,0,,,2.7710,,,,,1
1810709,0,,,,,-0.0369,,,1
1810860,0,,,,,,,0.4817,1
1811011,0,,,,,,0.0471,,1
1811162,0,,,,25.6869,,,,1
1811290,0,0.6776,,,,,,,1
1811418,0,,,2.7711,,,,,1
1811546,0,0.6777,,,,,,,1
1811696,0,,,,,-0.0371,,,1
1811847,0,,,,,,,0.4817,1
1811998,0,,,,,,0.0471,,1
1812149,0,,,,25.6840,,,,1
1812277,0,,,2.7710,,,,,1
1812405,0,0.6777,,,,,,,1
1812533,0,,,2.7711,,,,,1
1812683,0,,,,,-0.0369,,,1
1812834,0,,,,,,,0.4817,1
1812985,0,,,,,,0.0471,,1
1813136,0,,,,25.6869,,,,1
1813264,0,0.6777,,,,,,,1
1813392,0,,,2.7711,,,,,1
1813520,0,0.6777,,,,,,,1
1813670,0,,,,,-0.0369,,,1
1813821,0,,,,,,,0.4817,1
1813972,0,,,,,,0.0468,,1
1814123,0,,,,25.6869,,,,1
1814251,0,,,2.7711,,,,,1
1814379,0,0.6777,,,,,,,1
1814507,0,,,2.7711,,,,,1
1814657,0,,,,,-0.0374,,,1
1814808,0,,,,,,,0.4812,1
1814959,0,,,,,,0.0464,,1
1815110,0,,,,25.6869,,,,1
1815238,0,0.6777,,,,,,,1
1815366,0,,,2.7714,,,,,1
1815494,0,0.6777,,,,,,,1
1815644,0,,,,,-0.0378,,,1
1815795,0,,,,,,,0.4808,1
1815946,0,,,,,,0.0462,,1
1816097,0,,,,25.6840,,,,1
1816225,0,,,2.7715,,,,,1
1816353,0,0.6777,,,,,,,1
1816481,0,,,2.7715,,,,,1
1816631,0,,,,,-0.0381,,,1
1816782,0,,,,,,,0.4808,1
1816933,0,,,,,,0.0459,,1
1817084,0,,,,25.6869,,,,1
