# Time[ms],Looppar,Vdiode[V],Vled[V],Vscat[V],Temperature[C],Ix[A],Iy[A],Iz[A],LED_type
1306135,0,,,,25.6187,,,,1
1306263,0,0.6775,,,,,,,1
1306392,0,,,2.7467,,,,,1
1306520,0,0.6776,,,,,,,1
1306670,0,,,,,-0.0371,,,1
1306821,0,,,,,,,0.4820,1
1306972,0,,,,,,0.0468,,1
1307123,0,,,,25.6187,,,,1
1307251,0,,,2.7473,,,,,1
1307379,0,0.6776,,,,,,,1
1307507,0,,,2.7473,,,,,1
1307657,0,,,,,-0.0371,,,1
1307808,0,,,,,,,0.4820,1
1307959,0,,,,,,0.0468,,1
1308110,0,,,,25.6187,,,,1
1308238,0,0.6775,,,,,,,1
1308366,0,,,2.7477,,,,,1
1308494,0,0.6776,,,,,,,1
1308644,0,,,,,-0.0371,,,1
1308795,0,,,,,,,0.4820,1
1308946,0,,,,,,0.0468,,1
1309097,0,,,,25.6187,,,,1
1309225,0,,,2.7479,,,,,1
1309353,0,0.6775,,,,,,,1
1309481,0,,,2.7479,,,,,1
1309631,0,,,,,-0.0371,,,1
1309782,0,,,,,,,0.4820,1
1309933,0,,,,,,0.0468,,1
1310084,0,,,,25.6187,,,,1
1310212,0,0.6775,,,,,,,1
1310340,0,,,2.7482,,,,,1
1310468,0,0.6775,,,,,,,1
1310618,0,,,,,-0.0371,,,1
1310769,0,,,,,,,0.4820,1
1310920,0,,,,,,0.0468,,1
1311071,0,,,,25.6187,,,,1
1311199,0,,,2.7488,,,,,1
1311327,0,0.6776,,,,,,,1
1311455,0,,,2.7489,,,,,1
1311605,0,,,,,-0.0371,,,1
1311756,0,,,,,,,0.4820,1
1311907,0,,,,,,0.0471,,1
1312058,0,,,,25.6217,,,,1
1312186,0,0.6777,,,,,,,1
1312314,0,,,2.7491,,,,,1
1312442,0,0.6776,,,,,,,1
1312592,0,,,,,-0.0371,,,1
1312743,0,,,,,,,0.4820,1
1312894,0,,,,,,0.0468,,1
1313045,0,,,,25.6217,,,,1
1313173,0,,,2.7496,,,,,1
1313301,0,0.6775,,,,,,,1
1313429,0,,,2.7496,,,,,1
1313557,0,0.6776,,,,,,,1
1313707,0,,,,,-0.0371,,,1
1313858,0,,,,,,,0.4820,1
1314009,0,,,,,,0.0468,,1
1314160,0,,,,25.6187,,,,1
1314288,0,,,2.7499,,,,,1
1314416,0,0.6776,,,,,,,1
1314544,0,,,2.7500,,,,,1
1314694,0,,,,,-0.0371,,,1
1314845,0,,,,,,,0.4820,1
1314996,0,,,,,,0.0468,,1
1315147,0,,,,25.6217,,,,1
1315275,0,0.6776,,,,,,,1
1315403,0,,,2.7504,,,,,1
1315531,0,0.6776,,,,,,,1
1315682,0,,,,,-0.0371,,,1
1315832,0,,,,,,,0.4820,1
1315983,0,,,,,,0.0468,,1
1316134,0,,,,25.6217,,,,1
1316262,0,,,2.7507,,,,,1
1316390,0,0.6776,,,,,,,1
1316518,0,,,2.7506,,,,,1
1316669,0,,,,,-0.0371,,,1
1316820,0,,,,,,,0.4820,1
1316971,0,,,,,,0.0468,,1
1317122,0,,,,25.6217,,,,1
1317250,0,0.6776,,,,,,,1
1317378,0,,,2.7511,,,,,1
1317506,0,0.6776,,,,,,,1
1317656,0,,,,,-0.0371,,,1
1317807,0,,,,,,,0.4820,1
1317958,0,,,,,,0.0468,,1
1318109,0,,,,25.6217,,,,1
1318237,0,,,2.7514,,,,,1
1318365,0,0.6776,,,,,,,1
1318493,0,,,2.7515,,,,,1
1318643,0,,,,,-0.0371,,,1
1318794,0,,,,,,,0.4820,1
1318945,0,,,,,,0.0468,,1
1319096,0,,,,25.6217,,,,1
1319224,0,0.6776,,,,,,,1
1319352,0,,,2.7520,,,,,1
1319480,0,0.6775,,,,,,,1
1319630,0,,,,,-0.0371,,,1
1319781,0,,,,,,,0.4820,1
1319932,0,,,,,,0.0468,,1
1320083,0,,,,25.6217,,,,1
1320211,0,,,2.7522,,,,,1
1320339,0,0.6776,,,,,,,1
1320467,0,,,2.7524,,,,,1
1320617,0,,,,,-0.0371,,,1
1320768,0,,,,,,,0.4820,1
1320919,0,,,,,,0.0468,,1
1321070,0,,,,25.6217,,,,1
1321198,0,0.6776,,,,,,,1
1321326,0,,,2.7528,,,,,1
1321455,0,0.6776,,,,,,,1
1321605,0,,,,,-0.0371,,,1
1321756,0,,,,,,,0.4820,1
1321907,0,,,,,,0.0468,,1
1322059,0,,,,25.6217,,,,1
1322187,0,,,2.7532,,,,,1
1322315,0,0.6776,,,,,,,1
1322443,0,,,2.7532,,,,,1
1322593,0,,,,,-0.0371,,,1
1322744,0,,,,,,,0.4820,1
1322895,0,,,,,,0.0471,,1
1323046,0,,,,25.6217,,,,1
1323174,0,0.6776,,,,,,,1
1323302,0,,,2.7538,,,,,1
1323430,0,0.6776,,,,,,,1
1323558,0,,,2.7540,,,,,1
1323708,0,,,,,-0.0371,,,1
1323859,0,,,,,,,0.4820,1
1324010,0,,,,,,0.0468,,1
1324161,0,,,,25.6217,,,,1
1324289,0,0.6775,,,,,,,1
1324417,0,,,2.7542,,,,,1
1324545,0,0.6776,,,,,,,1
1324695,0,,,,,-0.0371,,,1
1324846,0,,,,,,,0.4820,1
1324997,0,,,,,,0.0468,,1
1325148,0,,,,25.6217,,,,1
1325276,0,,,2.7549,,,,,1
1325404,0,0.6776,,,,,,,1
1325532,0,,,2.7549,,,,,1
1325682,0,,,,,-0.0371,,,1
1325833,0,,,,,,,0.4820,1
1325984,0,,,,,,0.0468,,1
1326135,0,,,,25.6217,,,,1
1326263,0,0.6776,,,,,,,1
1326391,0,,,2.7553,,,,,1
1326519,0,0.6777,,,,,,,1
1326669,0,,,,,-0.0371,,,1
1326820,0,,,,,,,0.4820,1
1326971,0,,,,,,0.0468,,1
1327122,0,,,,25.6217,,,,1
1327250,0,,,2.7557,,,,,1
1327378,0,0.6776,,,,,,,1
1327506,0,,,2.7555,,,,,1
1327656,0,,,,,-0.0371,,,1
1327807,0,,,,,,,0.4820,1
1327958,0,,,,,,0.0468,,1
1328109,0,,,,25.6217,,,,1
1328237,0,0.6775,,,,,,,1
1328365,0,,,2.7561,,,,,1
1328493,0,0.6776,,,,,,,1
1328643,0,,,,,-0.0371,,,1
1328794,0,,,,,,,0.4820,1
1328945,0,,,,,,0.0468,,1
1329096,0,,,,25.6217,,,,1
1329224,0,,,2.7564,,,,,1
1329352,0,0.6776,,,,,,,1
1329480,0,,,2.7565,,,,,1
1329630,0,,,,,-0.0371,,,1
1329781,0,,,,,,,0.4820,1
1329932,0,,,,,,0.0468,,1
1330083,0,,,,25.6246,,,,1
1330211,0,0.6776,,,,,,,1
1330339,0,,,2.7572,,,,,1
1330467,0,0.6776,,,,,,,1
1330617,0,,,,,-0.0371,,,1
1330768,0,,,,,,,0.4820,1
1330919,0,,,,,,0.0468,,1
1331070,0,,,,25.6217,,,,1
1331198,0,,,2.7574,,,,,1
1331326,0,0.6776,,,,,,,1
1331454,0,,,2.7578,,,,,1
1331604,0,,,,,-0.0371,,,1
1331755,0,,,,,,,0.4820,1
1331906,0,,,,,,0.0468,,1
1332057,0,,,,25.6246,,,,1
1332186,0,0.6776,,,,,,,1
1332314,0,,,2.7582,,,,,1
1332442,0,0.6776,,,,,,,1
1332592,0,,,,,-0.0371,,,1
1332743,0,,,,,,,0.4820,1
1332895,0,,,,,,0.0468,,1
1333045,0,,,,25.6246,,,,1
1333173,0,,,2.7584,,,,,1
1333301,0,0.6776,,,,,,,1
1333429,0,,,2.7586,,,,,1
1333557,0,0.6777,,,,,,,1
1333707,0,,,,,-0.0371,,,1
1333858,0,,,,,,,0.4820,1
1334009,0,,,,,,0.0468,,1
1334160,0,,,,25.6246,,,,1
1334288,0,,,2.7591,,,,,1
1334416,0,0.6776,,,,,,,1
1334544,0,,,2.7593,,,,,1
1334694,0,,,,,-0.0371,,,1
1334845,0,,,,,,,0.4820,1
1334996,0,,,,,,0.0468,,1
1335147,0,,,,25.6246,,,,1
1335275,0,0.6775,,,,,,,1
1335403,0,,,2.7596,,,,,1
1335531,0,0.6776,,,,,,,1
1335681,0,,,,,-0.0371,,,1
1335832,0,,,,,,,0.4820,1
1335983,0,,,,,,0.0468,,1
1336134,0,,,,25.6246,,,,1
1336262,0,,,2.7602,,,,,1
1336390,0,0.6775,,,,,,,1
1336518,0,,,2.7604,,,,,1
1336668,0,,,,,-0.0371,,,1
1336819,0,,,,,,,0.4820,1
1336970,0,,,,,,0.0468,,1
1337121,0,,,,25.6246,,,,1
1337249,0,0.6776,,,,,,,1
1337377,0,,,2.7608,,,,,1
1337505,0,0.6776,,,,,,,1
1337655,0,,,,,-0.0371,,,1
1337806,0,,,,,,,0.4820,1
1337957,0,,,,,,0.0468,,1
1338108,0,,,,25.6246,,,,1
1338236,0,,,2.7614,,,,,1
1338364,0,0.6775,,,,,,,1
1338492,0,,,2.7612,,,,,1
1338642,0,,,,,-0.0371,,,1
1338793,0,,,,,,,0.4820,1
1338944,0,,,,,,0.0468,,1
1339095,0,,,,25.6246,,,,1
1339223,0,0.6776,,,,,,,1
1339351,0,,,2.7619,,,,,1
1339479,0,0.6776,,,,,,,1
1339629,0,,,,,-0.0371,,,1
1339780,0,,,,,,,0.4820,1
1339931,0,,,,,,0.0468,,1
1340082,0,,,,25.6246,,,,1
1340210,0,,,2.7624,,,,,1
1340339,0,0.6776,,,,,,,1
1340467,0,,,2.7625,,,,,1
1340617,0,,,,,-0.0371,,,1
1340768,0,,,,,,,0.4820,1
1340919,0,,,,,,0.0468,,1
1341070,0,,,,25.6246,,,,1
1341198,0,0.6776,,,,,,,1
1341326,0,,,2.7630,,,,,1
1341454,0,0.6776,,,,,,,1
1341604,0,,,,,-0.0371,,,1
1341755,0,,,,,,,0.4820,1
1341906,0,,,,,,0.0468,,1
1342057,0,,,,25.6246,,,,1
1342185,0,,,2.7637,,,,,1
1342313,0,0.6777,,,,,,,1
1342441,0,,,2.7637,,,,,1
1342591,0,,,,,-0.0371,,,1
1342742,0,,,,,,,0.4820,1
1342893,0,,,,,,0.0468,,1
1343044,0,,,,25.6246,,,,1
1343172,0,0.6776,,,,,,,1
1343300,0,,,2.7642,,,,,1
1343428,0,0.6776,,,,,,,1
1343556,0,,,2.7644,,,,,1
1343706,0,,,,,-0.0371,,,1
1343857,0,,,,,,,0.4820,1
1344008,0,,,,,,0.0468,,1
1344159,0,,,,25.6246,,,,1
1344287,0,0.6776,,,,,,,1
1344415,0,,,2.7649,,,,,1
1344543,0,0.6776,,,,,,,1
1344693,0,,,,,-0.0371,,,1
1344844,0,,,,,,,0.4820,1
1344995,0,,,,,,0.0468,,1
1345146,0,,,,25.6246,,,,1
1345274,0,,,2.7652,,,,,1
1345402,0,0.6776,,,,,,,1
1345530,0,,,2.7655,,,,,1
1345680,0,,,,,-0.0371,,,1
1345831,0,,,,,,,0.4820,1
1345982,0,,,,,,0.0468,,1
1346133,0,,,,25.6246,,,,1
1346261,0,0.6776,,,,,,,1
1346389,0,,,2.7659,,,,,1
1346518,0,0.6776,,,,,,,1
1346668,0,,,,,-0.0371,,,1
1346819,0,,,,,,,0.4820,1
1346970,0,,,,,,0.0468,,1
1347122,0,,,,25.6246,,,,1
1347250,0,,,2.7664,,,,,1
1347378,0,0.6776,,,,,,,1
1347506,0,,,2.7666,,,,,1
1347656,0,,,,,-0.0371,,,1
1347807,0,,,,,,,0.4820,1
1347958,0,,,,,,0.0468,,1
1348109,0,,,,25.6246,,,,1
1348237,0,0.6777,,,,,,,1
1348365,0,,,2.7670,,,,,1
1348493,0,0.6776,,,,,,,1
1348643,0,,,,,-0.0371,,,1
1348794,0,,,,,,,0.4820,1
1348945,0,,,,,,0.0468,,1
1349096,0,,,,25.6276,,,,1
1349224,0,,,2.7675,,,,,1
1349352,0,0.6776,,,,,,,1
1349480,0,,,2.7676,,,,,1
1349630,0,,,,,-0.0371,,,1
1349781,0,,,,,,,0.4820,1
1349932,0,,,,,,0.0468,,1
1350083,0,,,,25.6276,,,,1
1350211,0,0.6777,,,,,,,1
1350339,0,,,2.7684,,,,,1
1350467,0,0.6776,,,,,,,1
1350617,0,,,,,-0.0371,,,1
1350768,0,,,,,,,0.4820,1
1350919,0,,,,,,0.0468,,1
1351070,0,,,,25.6276,,,,1
1351198,0,,,2.7686,,,,,1
1351326,0,0.6777,,,,,,,1
1351454,0,,,2.7689,,,,,1
1351604,0,,,,,-0.0371,,,1
1351755,0,,,,,,,0.4820,1
1351906,0,,,,,,0.0468,,1
1352057,0,,,,25.6276,,,,1
1352185,0,0.6776,,,,,,,1
1352313,0,,,2.7694,,,,,1
1352441,0,0.6776,,,,,,,1
1352591,0,,,,,-0.0371,,,1
1352742,0,,,,,,,0.4820,1
1352893,0,,,,,,0.0468,,1
1353044,0,,,,25.6276,,,,1
1353172,0,,,2.7699,,,,,1
1353300,0,0.6776,,,,,,,1
1353428,0,,,2.7700,,,,,1
1353556,0,0.6776,,,,,,,1
1353706,0,,,,,-0.0371,,,1
1353857,0,,,,,,,0.4820,1
1354008,0,,,,,,0.0468,,1
1354159,0,,,,25.6276,,,,1
1354287,0,,,2.7706,,,,,1
1354415,0,0.6776,,,,,,,1
1354544,0,,,2.7709,,,,,1
1354694,0,,,,,-0.0371,,,1
1354845,0,,,,,,,0.4820,1
1354996,0,,,,,,0.0468,,1
1355147,0,,,,25.6276,,,,1
1355275,0,0.6777,,,,,,,1
1355403,0,,,2.7711,,,,,1
1355531,0,0.6776,,,,,,,1
1355681,0,,,,,-0.0371,,,1
1355832,0,,,,,,,0.4820,1
1355983,0,,,,,,0.0468,,1
1356134,0,,,,25.6276,,,,1
1356262,0,,,2.7713,,,,,1
1356390,0,0.6776,,,,,,,1
1356518,0,,,2.7715,,,,,1
1356668,0,,,,,-0.0371,,,1
1356819,0,,,,,,,0.4820,1
1356970,0,,,,,,0.0468,,1
1357121,0,,,,25.6276,,,,1
1357249,0,0.6777,,,,,,,1
1357377,0,,,2.7721,,,,,1
1357505,0,0.6777,,,,,,,1
1357655,0,,,,,-0.0371,,,1
1357806,0,,,,,,,0.4820,1
1357957,0,,,,,,0.0468,,1
1358108,0,,,,25.6276,,,,1
1358236,0,,,2.7724,,,,,1
1358364,0,0.6777,,,,,,,1
1358492,0,,,2.7725,,,,,1
1358642,0,,,,,-0.0371,,,1
1358793,0,,,,,,,0.4820,1
1358944,0,,,,,,0.0468,,1
1359095,0,,,,25.6276,,,,1
1359223,0,0.6776,,,,,,,1
1359351,0,,,2.7730,,,,,1
1359479,0,0.6777,,,,,,,1
1359629,0,,,,,-0.0374,,,1
1359780,0,,,,,,,0.4817,1
1359931,0,,,,,,0.0466,,1
1360082,0,,,,25.6276,,,,1
1360210,0,,,2.7736,,,,,1
1360338,0,0.6776,,,,,,,1
1360466,0,,,2.7739,,,,,1
1360616,0,,,,,-0.0371,,,1
1360767,0,,,,,,,0.4820,1
1360918,0,,,,,,0.0468,,1
1361069,0,,,,25.6276,,,,1
1361197,0,0.6776,,,,,,,1
1361325,0,,,2.7742,,,,,1
1361453,0,0.6777,,,,,,,1
1361603,0,,,,,-0.0371,,,1
1361754,0,,,,,,,0.4820,1
1361905,0,,,,,,0.0468,,1
1362056,0,,,,25.6276,,,,1
1362184,0,,,2.7747,,,,,1
1362312,0,0.6777,,,,,,,1
1362440,0,,,2.7749,,,,,1
1362590,0,,,,,-0.0371,,,1
1362741,0,,,,,,,0.4820,1
1362892,0,,,,,,0.0468,,1
1363043,0,,,,25.6276,,,,1
1363171,0,0.6776,,,,,,,1
1363299,0,,,2.7753,,,,,1
1363427,0,0.6776,,,,,,,1
1363555,0,,,2.7755,,,,,1
1363705,0,,,,,-0.0371,,,1
1363856,0,,,,,,,0.4820,1
1364007,0,,,,,,0.0468,,1
1364158,0,,,,25.6276,,,,1
1364286,0,0.6776,,,,,,,1
1364414,0,,,2.7759,,,,,1
1364542,0,0.6776,,,,,,,1
1364692,0,,,,,-0.0371,,,1
1364843,0,,,,,,,0.4820,1
1364994,0,,,,,,0.0468,,1
1365145,0,,,,25.6276,,,,1
1365273,0,,,2.7764,,,,,1
1365401,0,0.6776,,,,,,,1
1365529,0,,,2.7765,,,,,1
1365680,0,,,,,-0.0371,,,1
1365831,0,,,,,,,0.4820,1
1365982,0,,,,,,0.0468,,1
1366133,0,,,,25.6276,,,,1
1366261,0,0.6776,,,,,,,1
1366389,0,,,2.7768,,,,,1
1366517,0,0.6777,,,,,,,1
1366667,0,,,,,-0.0371,,,1
1366818,0,,,,,,,0.4820,1
1366969,0,,,,,,0.0468,,1
1367120,0,,,,25.6276,,,,1
1367248,0,,,2.7774,,,,,1
1367376,0,0.6777,,,,,,,1
1367504,0,,,2.7775,,,,,1
1367654,0,,,,,-0.0371,,,1
1367805,0,,,,,,,0.4820,1
1367956,0,,,,,,0.0468,,1
1368107,0,,,,25.6306,,,,1
1368235,0,0.6776,,,,,,,1
1368363,0,,,2.7780,,,,,1
1368491,0,0.6777,,,,,,,1
1368641,0,,,,,-0.0371,,,1
1368792,0,,,,,,,0.4820,1
1368943,0,,,,,,0.0468,,1
1369094,0,,,,25.6306,,,,1
1369222,0,,,2.7782,,,,,1
1369350,0,0.6776,,,,,,,1
1369478,0,,,2.7785,,,,,1
1369628,0,,,,,-0.0371,,,1
1369779,0,,,,,,,0.4820,1
1369930,0,,,,,,0.0468,,1
1370081,0,,,,25.6306,,,,1
1370209,0,0.6777,,,,,,,1
1370337,0,,,2.7789,,,,,1
1370465,0,0.6777,,,,,,,1
1370615,0,,,,,-0.0371,,,1
1370766,0,,,,,,,0.4820,1
1370917,0,,,,,,0.0468,,1
1371068,0,,,,25.6306,,,,1
1371196,0,,,2.7793,,,,,1
1371324,0,0.6777,,,,,,,1
1371452,0,,,2.7796,,,,,1
1371602,0,,,,,-0.0371,,,1
1371753,0,,,,,,,0.4820,1
1371904,0,,,,,,0.0468,,1
1372055,0,,,,25.6306,,,,1
1372183,0,0.6776,,,,,,,1
1372311,0,,,2.7799,,,,,1
1372439,0,0.6776,,,,,,,1
1372589,0,,,,,-0.0371,,,1
1372740,0,,,,,,,0.4820,1
1372891,0,,,,,,0.0466,,1
1373042,0,,,,25.6306,,,,1
1373170,0,,,2.7802,,,,,1
1373298,0,0.6777,,,,,,,1
1373426,0,,,2.7804,,,,,1
1373554,0,0.6776,,,,,,,1
1373704,0,,,,,-0.0371,,,1
1373855,0,,,,,,,0.4820,1
1374006,0,,,,,,0.0468,,1
1374157,0,,,,25.6306,,,,1
1374285,0,,,2.7810,,,,,1
1374413,0,0.6776,,,,,,,1
1374541,0,,,2.7810,,,,,1
1374691,0,,,,,-0.0371,,,1
1374842,0,,,,,,,0.4820,1
1374993,0,,,,,,0.0468,,1
1375144,0,,,,25.6306,,,,1
1375272,0,0.6777,,,,,,,1
1375400,0,,,2.7814,,,,,1
1375528,0,0.6776,,,,,,,1
1375678,0,,,,,-0.0371,,,1
1375829,0,,,,,,,0.4820,1
1375980,0,,,,,,0.0468,,1
1376131,0,,,,25.6306,,,,1
1376259,0,,,2.7819,,,,,1
1376387,0,0.6777,,,,,,,1
1376515,0,,,2.7820,,,,,1
1376665,0,,,,,-0.0371,,,1
1376816,0,,,,,,,0.4820,1
1376967,0,,,,,,0.0468,,1
1377118,0,,,,25.6306,,,,1
1377246,0,0.6776,,,,,,,1
1377374,0,,,2.7824,,,,,1
1377502,0,0.6776,,,,,,,1
1377652,0,,,,,-0.0369,,,1
1377803,0,,,,,,,0.4820,1
1377954,0,,,,,,0.0468,,1
1378105,0,,,,25.6306,,,,1
1378233,0,,,2.7829,,,,,1
1378361,0,0.6776,,,,,,,1
1378489,0,,,2.7829,,,,,1
1378639,0,,,,,-0.0371,,,1
1378790,0,,,,,,,0.4820,1
1378941,0,,,,,,0.0468,,1
1379092,0,,,,25.6306,,,,1
1379220,0,0.6777,,,,,,,1
1379348,0,,,2.7829,,,,,1
1379476,0,0.6776,,,,,,,1
1379626,0,,,,,-0.0371,,,1
1379777,0,,,,,,,0.4820,1
1379928,0,,,,,,0.0468,,1
1380079,0,,,,25.6306,,,,1
1380207,0,,,2.7835,,,,,1
1380335,0,0.6776,,,,,,,1
1380463,0,,,2.7835,,,,,1
1380613,0,,,,,-0.0371,,,1
1380764,0,,,,,,,0.4820,1
1380915,0,,,,,,0.0468,,1
1381066,0,,,,25.6306,,,,1
1381194,0,0.6776,,,,,,,1
1381322,0,,,2.7839,,,,,1
1381450,0,0.6777,,,,,,,1
1381600,0,,,,,-0.0371,,,1
1381751,0,,,,,,,0.4820,1
1381902,0,,,,,,0.0468,,1
1382053,0,,,,25.6306,,,,1
1382181,0,,,2.7840,,,,,1
1382309,0,0.6777,,,,,,,1
1382437,0,,,2.7841,,,,,1
1382587,0,,,,,-0.0371,,,1
1382738,0,,,,,,,0.4820,1
1382889,0,,,,,,0.0468,,1
1383040,0,,,,25.6306,,,,1
1383168,0,0.6777,,,,,,,1
1383296,0,,,2.7846,,,,,1
1383424,0,0.6776,,,,,,,1
1383552,0,,,2.7846,,,,,1
1383702,0,,,,,-0.0371,,,1
1383853,0,,,,,,,0.4820,1
1384004,0,,,,,,0.0468,,1
1384155,0,,,,25.6306,,,,1
1384283,0,0.6777,,,,,,,1
1384411,0,,,2.7851,,,,,1
1384539,0,0.6777,,,,,,,1
1384690,0,,,,,-0.0371,,,1
1384841,0,,,,,,,0.4820,1
1384992,0,,,,,,0.0468,,1
1385143,0,,,,25.6336,,,,1
1385271,0,,,2.7855,,,,,1
1385399,0,0.6776,,,,,,,1
1385527,0,,,2.7854,,,,,1
1385677,0,,,,,-0.0371,,,1
1385828,0,,,,,,,0.4820,1
1385979,0,,,,,,0.0468,,1
1386130,0,,,,25.6336,,,,1
1386258,0,0.6777,,,,,,,1
1386386,0,,,2.7858,,,,,1
1386514,0,0.6777,,,,,,,1
1386664,0,,,,,-0.0371,,,1
1386815,0,,,,,,,0.4817,1
1386966,0,,,,,,0.0468,,1
1387117,0,,,,25.6336,,,,1
1387245,0,,,2.7860,,,,,1
1387373,0,0.6777,,,,,,,1
1387501,0,,,2.7860,,,,,1
1387652,0,,,,,-0.0371,,,1
1387803,0,,,,,,,0.4820,1
1387954,0,,,,,,0.0468,,1
1388105,0,,,,25.6336,,,,1
1388233,0,0.6777,,,,,,,1
1388361,0,,,2.7864,,,,,1
1388489,0,0.6777,,,,,,,1
1388640,0,,,,,-0.0371,,,1
1388791,0,,,,,,,0.4820,1
1388942,0,,,,,,0.0468,,1
1389093,0,,,,25.6336,,,,1
1389222,0,,,2.7865,,,,,1
1389350,0,0.6777,,,,,,,1
1389478,0,,,2.7865,,,,,1
1389628,0,,,,,-0.0371,,,1
1389779,0,,,,,,,0.4820,1
1389930,0,,,,,,0.0468,,1
1390081,0,,,,25.6336,,,,1
1390209,0,0.6777,,,,,,,1
1390337,0,,,2.7869,,,,,1
1390465,0,0.6776,,,,,,,1
1390615,0,,,,,-0.0371,,,1
1390766,0,,,,,,,0.4820,1
1390917,0,,,,,,0.0468,,1
1391068,0,,,,25.6336,,,,1
1391196,0,,,2.7869,,,,,1
1391324,0,0.6777,,,,,,,1
1391452,0,,,2.7871,,,,,1
1391602,0,,,,,-0.0371,,,1
1391753,0,,,,,,,0.4820,1
1391904,0,,,,,,0.0468,,1
1392055,0,,,,25.6336,,,,1
1392183,0,0.6777,,,,,,,1
1392311,0,,,2.7873,,,,,1
1392439,0,0.6777,,,,,,,1
1392589,0,,,,,-0.0371,,,1
1392740,0,,,,,,,0.4820,1
1392891,0,,,,,,0.0468,,1
1393042,0,,,,25.6336,,,,1
1393170,0,,,2.7874,,,,,1
1393298,0,0.6776,,,,,,,1
1393426,0,,,2.7875,,,,,1
1393554,0,0.6776,,,,,,,1
1393704,0,,,,,-0.0371,,,1
1393855,0,,,,,,,0.4820,1
1394006,0,,,,,,0.0468,,1
1394157,0,,,,25.6336,,,,1
1394285,0,,,2.7876,,,,,1
1394413,0,0.6777,,,,,,,1
1394541,0,,,2.7875,,,,,1
1394691,0,,,,,-0.0371,,,1
1394842,0,,,,,,,0.4820,1
1394993,0,,,,,,0.0468,,1
1395144,0,,,,25.6336,,,,1
1395272,0,0.6776,,,,,,,1
1395401,0,,,2.7877,,,,,1
1395529,0,0.6777,,,,,,,1
1395679,0,,,,,-0.0371,,,1
1395830,0,,,,,,,0.4820,1
1395981,0,,,,,,0.0468,,1
1396132,0,,,,25.6336,,,,1
1396260,0,,,2.7879,,,,,1
1396388,0,0.6777,,,,,,,1
1396516,0,,,2.7879,,,,,1
1396666,0,,,,,-0.0371,,,1
1396817,0,,,,,,,0.4820,1
1396968,0,,,,,,0.0468,,1
