# Time[ms],Looppar,Vdiode[V],Vled[V],Vscat[V],Temperature[C],Ix[A],Iy[A],Iz[A],LED_type
874910,0,,,,,,0.0464,,1
875061,0,,,,25.5292,,,,1
875189,0,,,2.7470,,,,,1
875317,0,0.6776,,,,,,,1
875445,0,,,2.7471,,,,,1
875595,0,,,,,-0.0376,,,1
875746,0,,,,,,,0.4817,1
875897,0,,,,,,0.0464,,1
876048,0,,,,25.5292,,,,1
876176,0,0.6776,,,,,,,1
876304,0,,,2.7476,,,,,1
876432,0,0.6776,,,,,,,1
876582,0,,,,,-0.0376,,,1
876733,0,,,,,,,0.4817,1
876884,0,,,,,,0.0464,,1
877035,0,,,,25.5292,,,,1
877163,0,,,2.7479,,,,,1
877291,0,0.6776,,,,,,,1
877419,0,,,2.7480,,,,,1
877547,0,0.6776,,,,,,,1
877697,0,,,,,-0.0378,,,1
877848,0,,,,,,,0.4817,1
877999,0,,,,,,0.0464,,1
878150,0,,,,25.5292,,,,1
878278,0,,,2.7481,,,,,1
878406,0,0.6776,,,,,,,1
878534,0,,,2.7482,,,,,1
878684,0,,,,,-0.0376,,,1
878835,0,,,,,,,0.4820,1
878986,0,,,,,,0.0464,,1
879137,0,,,,25.5322,,,,1
879265,0,0.6776,,,,,,,1
879393,0,,,2.7488,,,,,1
879521,0,0.6776,,,,,,,1
879671,0,,,,,-0.0376,,,1
879822,0,,,,,,,0.4817,1
879973,0,,,,,,0.0464,,1
880124,0,,,,25.5322,,,,1
880252,0,,,2.7490,,,,,1
880380,0,0.6776,,,,,,,1
880508,0,,,2.7490,,,,,1
880658,0,,,,,-0.0376,,,1
880809,0,,,,,,,0.4820,1
880960,0,,,,,,0.0466,,1
881111,0,,,,25.5322,,,,1
881239,0,0.6776,,,,,,,1
881367,0,,,2.7494,,,,,1
881495,0,0.6776,,,,,,,1
881645,0,,,,,-0.0376,,,1
881796,0,,,,,,,0.4815,1
881947,0,,,,,,0.0462,,1
882098,0,,,,25.5322,,,,1
882226,0,,,2.7499,,,,,1
882354,0,0.6776,,,,,,,1
882482,0,,,2.7499,,,,,1
882632,0,,,,,-0.0378,,,1
882783,0,,,,,,,0.4815,1
882934,0,,,,,,0.0459,,1
883085,0,,,,25.5322,,,,1
883213,0,0.6776,,,,,,,1
883341,0,,,2.7501,,,,,1
883469,0,0.6776,,,,,,,1
883619,0,,,,,-0.0378,,,1
883770,0,,,,,,,0.4815,1
883921,0,,,,,,0.0462,,1
884072,0,,,,25.5322,,,,1
884201,0,,,2.7507,,,,,1
884329,0,0.6776,,,,,,,1
884457,0,,,2.7506,,,,,1
884607,0,,,,,-0.0378,,,1
884758,0,,,,,,,0.4817,1
884909,0,,,,,,0.0462,,1
885060,0,,,,25.5322,,,,1
885188,0,0.6776,,,,,,,1
885316,0,,,2.7509,,,,,1
885444,0,0.6776,,,,,,,1
885594,0,,,,,-0.0376,,,1
885745,0,,,,,,,0.4817,1
885896,0,,,,,,0.0464,,1
886047,0,,,,25.5322,,,,1
886175,0,,,2.7516,,,,,1
886303,0,0.6776,,,,,,,1
886431,0,,,2.7515,,,,,1
886559,0,0.6776,,,,,,,1
886709,0,,,,,-0.0376,,,1
886860,0,,,,,,,0.4820,1
887011,0,,,,,,0.0464,,1
