# Time[ms],Looppar,Vdiode[V],Vled[V],Vscat[V],Temperature[C],Ix[A],Iy[A],Iz[A],LED_type
2569164,0,0.6779,,,,,,,1
2569292,0,,,2.7317,,,,,1
2569420,0,0.6779,,,,,,,1
2569548,0,,,2.7316,,,,,1
2569698,0,,,,,-0.0409,,,1
2569849,0,,,,,,,0.4774,1
2570000,0,,,,,,0.0433,,1
2570151,0,,,,25.7253,,,,1
2570279,0,0.6779,,,,,,,1
2570407,0,,,2.7320,,,,,1
2570535,0,0.6779,,,,,,,1
2570685,0,,,,,-0.0409,,,1
2570836,0,,,,,,,0.4774,1
2570987,0,,,,,,0.0433,,1
2571138,0,,,,25.7283,,,,1
2571266,0,,,2.7321,,,,,1
2571394,0,0.6779,,,,,,,1
2571522,0,,,2.7320,,,,,1
2571672,0,,,,,-0.0409,,,1
2571823,0,,,,,,,0.4777,1
2571974,0,,,,,,0.0433,,1
2572125,0,,,,25.7283,,,,1
2572253,0,0.6779,,,,,,,1
2572381,0,,,2.7322,,,,,1
2572509,0,0.6779,,,,,,,1
2572659,0,,,,,-0.0409,,,1
2572810,0,,,,,,,0.4777,1
2572961,0,,,,,,0.0433,,1
2573112,0,,,,25.7283,,,,1
2573240,0,,,2.7325,,,,,1
2573368,0,0.6779,,,,,,,1
2573496,0,,,2.7325,,,,,1
2573646,0,,,,,-0.0409,,,1
2573797,0,,,,,,,0.4777,1
2573948,0,,,,,,0.0433,,1
2574099,0,,,,25.7283,,,,1
2574227,0,0.6779,,,,,,,1
2574355,0,,,2.7328,,,,,1
2574483,0,0.6779,,,,,,,1
2574633,0,,,,,-0.0409,,,1
2574784,0,,,,,,,0.4774,1
2574935,0,,,,,,0.0433,,1
2575086,0,,,,25.7283,,,,1
2575214,0,,,2.7328,,,,,1
2575342,0,0.6779,,,,,,,1
2575470,0,,,2.7328,,,,,1
2575620,0,,,,,-0.0409,,,1
2575771,0,,,,,,,0.4774,1
2575922,0,,,,,,0.0433,,1
2576073,0,,,,25.7283,,,,1
2576201,0,0.6779,,,,,,,1
2576329,0,,,2.7330,,,,,1
2576457,0,0.6779,,,,,,,1
2576607,0,,,,,-0.0409,,,1
2576758,0,,,,,,,0.4774,1
2576909,0,,,,,,0.0433,,1
2577060,0,,,,25.7283,,,,1
2577188,0,,,2.7332,,,,,1
2577316,0,0.6779,,,,,,,1
2577444,0,,,2.7331,,,,,1
2577594,0,,,,,-0.0409,,,1
2577745,0,,,,,,,0.4777,1
2577896,0,,,,,,0.0433,,1
2578047,0,,,,25.7283,,,,1
2578175,0,0.6779,,,,,,,1
2578303,0,,,2.7335,,,,,1
2578431,0,0.6779,,,,,,,1
2578559,0,,,2.7332,,,,,1
2578709,0,,,,,-0.0409,,,1
2578860,0,,,,,,,0.4774,1
2579011,0,,,,,,0.0433,,1
2579162,0,,,,25.7283,,,,1
2579290,0,0.6779,,,,,,,1
2579418,0,,,2.7338,,,,,1
2579546,0,0.6779,,,,,,,1
2579696,0,,,,,-0.0409,,,1
2579847,0,,,,,,,0.4777,1
2579998,0,,,,,,0.0433,,1
2580149,0,,,,25.7253,,,,1
2580277,0,,,2.7339,,,,,1
2580405,0,0.6779,,,,,,,1
2580533,0,,,2.7339,,,,,1
2580683,0,,,,,-0.0409,,,1
2580834,0,,,,,,,0.4774,1
2580985,0,,,,,,0.0433,,1
2581136,0,,,,25.7253,,,,1
2581264,0,0.6779,,,,,,,1
2581392,0,,,2.7341,,,,,1
2581520,0,0.6779,,,,,,,1
2581670,0,,,,,-0.0409,,,1
2581821,0,,,,,,,0.4774,1
2581972,0,,,,,,0.0433,,1
2582123,0,,,,25.7283,,,,1
2582251,0,,,2.7342,,,,,1
2582379,0,0.6779,,,,,,,1
2582507,0,,,2.7341,,,,,1
2582657,0,,,,,-0.0409,,,1
2582808,0,,,,,,,0.4777,1
2582959,0,,,,,,0.0433,,1
2583110,0,,,,25.7283,,,,1
2583238,0,0.6779,,,,,,,1
2583366,0,,,2.7345,,,,,1
2583494,0,0.6779,,,,,,,1
2583644,0,,,,,-0.0409,,,1
2583795,0,,,,,,,0.4774,1
2583946,0,,,,,,0.0433,,1
2584097,0,,,,25.7283,,,,1
2584225,0,,,2.7346,,,,,1
2584353,0,0.6779,,,,,,,1
2584481,0,,,2.7345,,,,,1
2584631,0,,,,,-0.0409,,,1
2584782,0,,,,,,,0.4774,1
2584933,0,,,,,,0.0433,,1
2585084,0,,,,25.7283,,,,1
2585212,0,0.6779,,,,,,,1
2585340,0,,,2.7349,,,,,1
2585468,0,0.6779,,,,,,,1
2585618,0,,,,,-0.0409,,,1
2585769,0,,,,,,,0.4774,1
2585920,0,,,,,,0.0433,,1
2586071,0,,,,25.7253,,,,1
2586199,0,,,2.7351,,,,,1
2586327,0,0.6779,,,,,,,1
2586455,0,,,2.7349,,,,,1
2586605,0,,,,,-0.0409,,,1
2586756,0,,,,,,,0.4774,1
2586907,0,,,,,,0.0433,,1
2587058,0,,,,25.7253,,,,1
2587186,0,0.6779,,,,,,,1
2587314,0,,,2.7351,,,,,1
2587442,0,0.6779,,,,,,,1
2587592,0,,,,,-0.0409,,,1
2587743,0,,,,,,,0.4774,1
2587894,0,,,,,,0.0433,,1
2588045,0,,,,25.7283,,,,1
2588173,0,,,2.7354,,,,,1
2588301,0,0.6779,,,,,,,1
2588429,0,,,2.7354,,,,,1
2588557,0,0.6779,,,,,,,1
2588707,0,,,,,-0.0409,,,1
2588858,0,,,,,,,0.4774,1
2589009,0,,,,,,0.0433,,1
2589160,0,,,,25.7283,,,,1
2589288,0,,,2.7356,,,,,1
2589416,0,0.6779,,,,,,,1
2589544,0,,,2.7356,,,,,1
2589694,0,,,,,-0.0409,,,1
2589845,0,,,,,,,0.4774,1
2589996,0,,,,,,0.0433,,1
2590147,0,,,,25.7283,,,,1
2590275,0,0.6779,,,,,,,1
2590403,0,,,2.7361,,,,,1
2590531,0,0.6779,,,,,,,1
2590681,0,,,,,-0.0409,,,1
2590832,0,,,,,,,0.4774,1
2590983,0,,,,,,0.0433,,1
2591134,0,,,,25.7283,,,,1
2591262,0,,,2.7362,,,,,1
2591390,0,0.6779,,,,,,,1
2591518,0,,,2.7361,,,,,1
2591668,0,,,,,-0.0409,,,1
2591819,0,,,,,,,0.4774,1
2591970,0,,,,,,0.0433,,1
2592121,0,,,,25.7283,,,,1
2592249,0,0.6779,,,,,,,1
2592377,0,,,2.7365,,,,,1
2592505,0,0.6779,,,,,,,1
2592655,0,,,,,-0.0409,,,1
2592806,0,,,,,,,0.4774,1
2592957,0,,,,,,0.0433,,1
2593108,0,,,,25.7283,,,,1
2593236,0,,,2.7366,,,,,1
2593364,0,0.6779,,,,,,,1
2593492,0,,,2.7366,,,,,1
2593642,0,,,,,-0.0409,,,1
2593793,0,,,,,,,0.4774,1
2593944,0,,,,,,0.0433,,1
2594095,0,,,,25.7283,,,,1
2594223,0,0.6779,,,,,,,1
2594351,0,,,2.7369,,,,,1
2594479,0,0.6779,,,,,,,1
2594629,0,,,,,-0.0409,,,1
2594780,0,,,,,,,0.4774,1
2594931,0,,,,,,0.0433,,1
2595082,0,,,,25.7283,,,,1
2595210,0,,,2.7371,,,,,1
2595338,0,0.6779,,,,,,,1
2595466,0,,,2.7370,,,,,1
2595616,0,,,,,-0.0409,,,1
2595767,0,,,,,,,0.4774,1
2595918,0,,,,,,0.0433,,1
2596069,0,,,,25.7283,,,,1
2596197,0,0.6779,,,,,,,1
2596325,0,,,2.7374,,,,,1
2596453,0,0.6779,,,,,,,1
2596603,0,,,,,-0.0409,,,1
2596754,0,,,,,,,0.4774,1
2596905,0,,,,,,0.0433,,1
2597056,0,,,,25.7253,,,,1
2597184,0,,,2.7374,,,,,1
2597312,0,0.6779,,,,,,,1
2597440,0,,,2.7372,,,,,1
2597590,0,,,,,-0.0409,,,1
2597741,0,,,,,,,0.4774,1
2597892,0,,,,,,0.0433,,1
2598043,0,,,,25.7283,,,,1
2598171,0,0.6779,,,,,,,1
2598299,0,,,2.7376,,,,,1
2598427,0,0.6779,,,,,,,1
2598555,0,,,2.7375,,,,,1
2598705,0,,,,,-0.0409,,,1
2598856,0,,,,,,,0.4774,1
2599007,0,,,,,,0.0433,,1
2599158,0,,,,25.7283,,,,1
2599286,0,0.6779,,,,,,,1
2599414,0,,,2.7379,,,,,1
2599542,0,0.6779,,,,,,,1
2599692,0,,,,,-0.0409,,,1
2599843,0,,,,,,,0.4774,1
2599994,0,,,,,,0.0433,,1
2600145,0,,,,25.7283,,,,1
2600273,0,,,2.7381,,,,,1
2600401,0,0.6779,,,,,,,1
2600529,0,,,2.7380,,,,,1
2600679,0,,,,,-0.0409,,,1
2600830,0,,,,,,,0.4777,1
2600981,0,,,,,,0.0433,,1
2601132,0,,,,25.7253,,,,1
2601260,0,0.6779,,,,,,,1
2601388,0,,,2.7384,,,,,1
2601516,0,0.6779,,,,,,,1
2601666,0,,,,,-0.0409,,,1
2601817,0,,,,,,,0.4774,1
2601968,0,,,,,,0.0433,,1
2602119,0,,,,25.7283,,,,1
2602247,0,,,2.7384,,,,,1
2602375,0,0.6779,,,,,,,1
2602503,0,,,2.7384,,,,,1
2602653,0,,,,,-0.0409,,,1
2602804,0,,,,,,,0.4774,1
2602955,0,,,,,,0.0433,,1
2603106,0,,,,25.7283,,,,1
2603234,0,0.6779,,,,,,,1
2603362,0,,,2.7387,,,,,1
2603490,0,0.6779,,,,,,,1
2603640,0,,,,,-0.0409,,,1
2603791,0,,,,,,,0.4774,1
2603942,0,,,,,,0.0433,,1
2604093,0,,,,25.7283,,,,1
2604221,0,,,2.7389,,,,,1
2604349,0,0.6779,,,,,,,1
2604477,0,,,2.7387,,,,,1
2604627,0,,,,,-0.0409,,,1
2604778,0,,,,,,,0.4774,1
2604929,0,,,,,,0.0433,,1
2605080,0,,,,25.7253,,,,1
2605208,0,0.6779,,,,,,,1
2605336,0,,,2.7390,,,,,1
2605464,0,0.6779,,,,,,,1
2605614,0,,,,,-0.0409,,,1
2605765,0,,,,,,,0.4774,1
2605916,0,,,,,,0.0433,,1
2606067,0,,,,25.7253,,,,1
2606195,0,,,2.7393,,,,,1
2606323,0,0.6779,,,,,,,1
2606451,0,,,2.7393,,,,,1
2606601,0,,,,,-0.0409,,,1
2606752,0,,,,,,,0.4774,1
2606903,0,,,,,,0.0433,,1
2607054,0,,,,25.7283,,,,1
2607182,0,0.6779,,,,,,,1
2607310,0,,,2.7394,,,,,1
2607438,0,0.6779,,,,,,,1
2607588,0,,,,,-0.0409,,,1
2607739,0,,,,,,,0.4777,1
2607890,0,,,,,,0.0433,,1
2608041,0,,,,25.7283,,,,1
2608169,0,,,2.7396,,,,,1
2608297,0,0.6779,,,,,,,1
2608425,0,,,2.7394,,,,,1
2608553,0,0.6779,,,,,,,1
2608703,0,,,,,-0.0409,,,1
2608854,0,,,,,,,0.4777,1
2609005,0,,,,,,0.0433,,1
2609156,0,,,,25.7283,,,,1
2609284,0,,,2.7397,,,,,1
2609412,0,0.6779,,,,,,,1
2609540,0,,,2.7399,,,,,1
2609690,0,,,,,-0.0409,,,1
2609841,0,,,,,,,0.4774,1
2609992,0,,,,,,0.0433,,1
2610143,0,,,,25.7283,,,,1
2610271,0,0.6779,,,,,,,1
2610399,0,,,2.7400,,,,,1
2610527,0,0.6779,,,,,,,1
2610677,0,,,,,-0.0409,,,1
2610828,0,,,,,,,0.4774,1
2610979,0,,,,,,0.0433,,1
2611130,0,,,,25.7283,,,,1
2611258,0,,,2.7401,,,,,1
2611386,0,0.6779,,,,,,,1
2611514,0,,,2.7401,,,,,1
2611664,0,,,,,-0.0409,,,1
2611815,0,,,,,,,0.4774,1
2611966,0,,,,,,0.0433,,1
2612117,0,,,,25.7283,,,,1
2612245,0,0.6779,,,,,,,1
2612373,0,,,2.7404,,,,,1
2612501,0,0.6779,,,,,,,1
2612651,0,,,,,-0.0409,,,1
2612802,0,,,,,,,0.4774,1
2612953,0,,,,,,0.0433,,1
2613104,0,,,,25.7283,,,,1
2613232,0,,,2.7405,,,,,1
2613360,0,0.6779,,,,,,,1
2613488,0,,,2.7405,,,,,1
2613638,0,,,,,-0.0409,,,1
2613789,0,,,,,,,0.4774,1
2613940,0,,,,,,0.0433,,1
2614091,0,,,,25.7283,,,,1
2614219,0,0.6779,,,,,,,1
2614347,0,,,2.7406,,,,,1
2614475,0,0.6779,,,,,,,1
2614625,0,,,,,-0.0409,,,1
2614776,0,,,,,,,0.4774,1
2614927,0,,,,,,0.0433,,1
2615078,0,,,,25.7283,,,,1
2615206,0,,,2.7408,,,,,1
2615334,0,0.6779,,,,,,,1
2615462,0,,,2.7408,,,,,1
2615612,0,,,,,-0.0409,,,1
2615763,0,,,,,,,0.4774,1
2615914,0,,,,,,0.0433,,1
2616065,0,,,,25.7283,,,,1
2616193,0,0.6779,,,,,,,1
2616321,0,,,2.7411,,,,,1
2616449,0,0.6779,,,,,,,1
2616599,0,,,,,-0.0409,,,1
2616750,0,,,,,,,0.4774,1
2616901,0,,,,,,0.0433,,1
2617052,0,,,,25.7283,,,,1
2617180,0,,,2.7414,,,,,1
2617308,0,0.6779,,,,,,,1
2617436,0,,,2.7412,,,,,1
2617586,0,,,,,-0.0409,,,1
2617737,0,,,,,,,0.4774,1
2617888,0,,,,,,0.0433,,1
2618039,0,,,,25.7283,,,,1
2618167,0,0.6779,,,,,,,1
2618295,0,,,2.7415,,,,,1
2618423,0,0.6779,,,,,,,1
2618551,0,,,2.7414,,,,,1
2618701,0,,,,,-0.0409,,,1
2618852,0,,,,,,,0.4777,1
2619003,0,,,,,,0.0433,,1
2619154,0,,,,25.7283,,,,1
2619282,0,0.6779,,,,,,,1
2619410,0,,,2.7419,,,,,1
2619538,0,0.6779,,,,,,,1
2619688,0,,,,,-0.0409,,,1
2619839,0,,,,,,,0.4774,1
2619990,0,,,,,,0.0433,,1
2620141,0,,,,25.7283,,,,1
2620269,0,,,2.7420,,,,,1
2620397,0,0.6779,,,,,,,1
2620525,0,,,2.7422,,,,,1
2620675,0,,,,,-0.0409,,,1
2620826,0,,,,,,,0.4774,1
2620977,0,,,,,,0.0433,,1
2621128,0,,,,25.7283,,,,1
2621256,0,0.6779,,,,,,,1
2621384,0,,,2.7424,,,,,1
2621512,0,0.6779,,,,,,,1
2621662,0,,,,,-0.0409,,,1
2621813,0,,,,,,,0.4774,1
2621964,0,,,,,,0.0433,,1
2622115,0,,,,25.7283,,,,1
2622243,0,,,2.7424,,,,,1
2622371,0,0.6779,,,,,,,1
2622499,0,,,2.7424,,,,,1
2622649,0,,,,,-0.0409,,,1
2622800,0,,,,,,,0.4774,1
2622951,0,,,,,,0.0433,,1
2623102,0,,,,25.7283,,,,1
2623230,0,0.6779,,,,,,,1
2623358,0,,,2.7425,,,,,1
2623486,0,0.6779,,,,,,,1
2623636,0,,,,,-0.0409,,,1
2623787,0,,,,,,,0.4774,1
2623938,0,,,,,,0.0433,,1
2624089,0,,,,25.7283,,,,1
2624217,0,,,2.7426,,,,,1
2624345,0,0.6779,,,,,,,1
2624473,0,,,2.7427,,,,,1
2624623,0,,,,,-0.0409,,,1
2624774,0,,,,,,,0.4774,1
2624925,0,,,,,,0.0433,,1
2625076,0,,,,25.7283,,,,1
2625204,0,0.6779,,,,,,,1
2625332,0,,,2.7429,,,,,1
2625460,0,0.6779,,,,,,,1
2625610,0,,,,,-0.0409,,,1
2625761,0,,,,,,,0.4774,1
2625912,0,,,,,,0.0433,,1
2626063,0,,,,25.7283,,,,1
2626191,0,,,2.7430,,,,,1
2626319,0,0.6779,,,,,,,1
2626447,0,,,2.7429,,,,,1
2626597,0,,,,,-0.0409,,,1
2626748,0,,,,,,,0.4777,1
2626899,0,,,,,,0.0433,,1
2627050,0,,,,25.7283,,,,1
2627178,0,0.6779,,,,,,,1
2627306,0,,,2.7431,,,,,1
2627434,0,0.6779,,,,,,,1
2627584,0,,,,,-0.0409,,,1
2627735,0,,,,,,,0.4774,1
2627886,0,,,,,,0.0433,,1
2628037,0,,,,25.7283,,,,1
2628165,0,,,2.7433,,,,,1
2628293,0,0.6779,,,,,,,1
2628421,0,,,2.7431,,,,,1
2628549,0,0.6779,,,,,,,1
2628699,0,,,,,-0.0409,,,1
2628850,0,,,,,,,0.4777,1
2629001,0,,,,,,0.0433,,1
2629152,0,,,,25.7283,,,,1
2629280,0,,,2.7435,,,,,1
2629408,0,0.6779,,,,,,,1
2629536,0,,,2.7434,,,,,1
2629686,0,,,,,-0.0409,,,1
2629837,0,,,,,,,0.4777,1
2629988,0,,,,,,0.0433,,1
2630139,0,,,,25.7283,,,,1
2630267,0,0.6779,,,,,,,1
2630395,0,,,2.7436,,,,,1
2630523,0,0.6779,,,,,,,1
2630673,0,,,,,-0.0409,,,1
2630824,0,,,,,,,0.4774,1
2630975,0,,,,,,0.0433,,1
2631126,0,,,,25.7283,,,,1
2631254,0,,,2.7436,,,,,1
2631382,0,0.6779,,,,,,,1
2631510,0,,,2.7439,,,,,1
2631660,0,,,,,-0.0409,,,1
2631811,0,,,,,,,0.4774,1
2631962,0,,,,,,0.0433,,1
2632113,0,,,,25.7283,,,,1
2632241,0,0.6779,,,,,,,1
2632369,0,,,2.7439,,,,,1
2632497,0,0.6779,,,,,,,1
2632647,0,,,,,-0.0409,,,1
2632798,0,,,,,,,0.4774,1
2632949,0,,,,,,0.0433,,1
2633100,0,,,,25.7283,,,,1
2633228,0,,,2.7441,,,,,1
2633356,0,0.6779,,,,,,,1
2633484,0,,,2.7440,,,,,1
2633634,0,,,,,-0.0409,,,1
2633785,0,,,,,,,0.4774,1
2633936,0,,,,,,0.0433,,1
2634087,0,,,,25.7283,,,,1
2634215,0,0.6779,,,,,,,1
2634343,0,,,2.7442,,,,,1
2634471,0,0.6779,,,,,,,1
2634621,0,,,,,-0.0409,,,1
2634772,0,,,,,,,0.4777,1
2634923,0,,,,,,0.0433,,1
2635074,0,,,,25.7283,,,,1
2635202,0,,,2.7441,,,,,1
2635330,0,0.6779,,,,,,,1
2635458,0,,,2.7441,,,,,1
2635608,0,,,,,-0.0409,,,1
2635759,0,,,,,,,0.4774,1
2635910,0,,,,,,0.0433,,1
2636061,0,,,,25.7283,,,,1
2636189,0,0.6779,,,,,,,1
2636317,0,,,2.7444,,,,,1
2636445,0,0.6779,,,,,,,1
2636595,0,,,,,-0.0409,,,1
2636746,0,,,,,,,0.4774,1
2636897,0,,,,,,0.0433,,1
2637048,0,,,,25.7283,,,,1
2637176,0,,,2.7445,,,,,1
2637304,0,0.6779,,,,,,,1
2637432,0,,,2.7444,,,,,1
2637582,0,,,,,-0.0409,,,1
2637733,0,,,,,,,0.4774,1
2637884,0,,,,,,0.0433,,1
2638035,0,,,,25.7283,,,,1
2638163,0,0.6779,,,,,,,1
2638291,0,,,2.7446,,,,,1
2638419,0,0.6779,,,,,,,1
2638547,0,,,2.7444,,,,,1
2638697,0,,,,,-0.0409,,,1
2638848,0,,,,,,,0.4774,1
2638999,0,,,,,,0.0433,,1
2639150,0,,,,25.7283,,,,1
2639278,0,0.6779,,,,,,,1
2639406,0,,,2.7446,,,,,1
2639534,0,0.6779,,,,,,,1
2639684,0,,,,,-0.0409,,,1
2639835,0,,,,,,,0.4774,1
2639986,0,,,,,,0.0433,,1
2640137,0,,,,25.7283,,,,1
2640265,0,,,2.7450,,,,,1
2640393,0,0.6779,,,,,,,1
2640521,0,,,2.7449,,,,,1
2640671,0,,,,,-0.0409,,,1
2640822,0,,,,,,,0.4777,1
2640973,0,,,,,,0.0433,,1
2641124,0,,,,25.7283,,,,1
2641252,0,0.6779,,,,,,,1
2641380,0,,,2.7449,,,,,1
2641508,0,0.6779,,,,,,,1
2641658,0,,,,,-0.0409,,,1
2641809,0,,,,,,,0.4774,1
2641960,0,,,,,,0.0433,,1
2642111,0,,,,25.7283,,,,1
2642239,0,,,2.7449,,,,,1
2642367,0,0.6779,,,,,,,1
2642495,0,,,2.7450,,,,,1
2642645,0,,,,,-0.0409,,,1
2642796,0,,,,,,,0.4774,1
2642947,0,,,,,,0.0433,,1
2643098,0,,,,25.7283,,,,1
2643226,0,0.6779,,,,,,,1
2643354,0,,,2.7450,,,,,1
2643482,0,0.6779,,,,,,,1
2643632,0,,,,,-0.0409,,,1
2643783,0,,,,,,,0.4774,1
2643934,0,,,,,,0.0433,,1
2644085,0,,,,25.7283,,,,1
2644213,0,,,2.7450,,,,,1
2644341,0,0.6779,,,,,,,1
2644469,0,,,2.7451,,,,,1
2644619,0,,,,,-0.0409,,,1
2644770,0,,,,,,,0.4774,1
2644921,0,,,,,,0.0433,,1
2645072,0,,,,25.7283,,,,1
2645200,0,0.6779,,,,,,,1
2645328,0,,,2.7451,,,,,1
2645456,0,0.6779,,,,,,,1
2645606,0,,,,,-0.0409,,,1
2645757,0,,,,,,,0.4774,1
2645908,0,,,,,,0.0433,,1
2646059,0,,,,25.7283,,,,1
2646187,0,,,2.7451,,,,,1
2646315,0,0.6779,,,,,,,1
2646443,0,,,2.7450,,,,,1
2646593,0,,,,,-0.0409,,,1
2646744,0,,,,,,,0.4774,1
2646895,0,,,,,,0.0433,,1
2647046,0,,,,25.7283,,,,1
2647174,0,0.6779,,,,,,,1
2647302,0,,,2.7452,,,,,1
2647430,0,0.6779,,,,,,,1
2647558,0,,,2.7451,,,,,1
2647708,0,,,,,-0.0409,,,1
2647859,0,,,,,,,0.4774,1
2648010,0,,,,,,0.0433,,1
2648161,0,,,,25.7283,,,,1
2648289,0,0.6779,,,,,,,1
2648417,0,,,2.7454,,,,,1
2648545,0,0.6779,,,,,,,1
2648695,0,,,,,-0.0409,,,1
2648846,0,,,,,,,0.4774,1
2648997,0,,,,,,0.0433,,1
2649148,0,,,,25.7283,,,,1
2649276,0,,,2.7454,,,,,1
2649404,0,0.6779,,,,,,,1
2649532,0,,,2.7452,,,,,1
2649682,0,,,,,-0.0409,,,1
2649833,0,,,,,,,0.4774,1
2649984,0,,,,,,0.0433,,1
2650135,0,,,,25.7283,,,,1
2650263,0,0.6779,,,,,,,1
2650391,0,,,2.7454,,,,,1
2650519,0,0.6779,,,,,,,1
2650669,0,,,,,-0.0409,,,1
2650820,0,,,,,,,0.4777,1
2650971,0,,,,,,0.0433,,1
2651122,0,,,,25.7283,,,,1
2651250,0,,,2.7452,,,,,1
2651378,0,0.6779,,,,,,,1
2651506,0,,,2.7452,,,,,1
2651656,0,,,,,-0.0409,,,1
2651807,0,,,,,,,0.4777,1
2651958,0,,,,,,0.0433,,1
2652109,0,,,,25.7283,,,,1
2652237,0,0.6779,,,,,,,1
2652365,0,,,2.7454,,,,,1
2652493,0,0.6779,,,,,,,1
2652643,0,,,,,-0.0409,,,1
2652794,0,,,,,,,0.4774,1
2652945,0,,,,,,0.0433,,1
2653096,0,,,,25.7283,,,,1
2653224,0,,,2.7454,,,,,1
2653352,0,0.6779,,,,,,,1
2653480,0,,,2.7454,,,,,1
2653630,0,,,,,-0.0409,,,1
2653781,0,,,,,,,0.4774,1
2653932,0,,,,,,0.0433,,1
2654083,0,,,,25.7283,,,,1
2654211,0,0.6779,,,,,,,1
2654339,0,,,2.7455,,,,,1
2654467,0,0.6779,,,,,,,1
2654617,0,,,,,-0.0409,,,1
2654768,0,,,,,,,0.4774,1
2654919,0,,,,,,0.0433,,1
2655070,0,,,,25.7283,,,,1
2655198,0,,,2.7452,,,,,1
2655326,0,0.6779,,,,,,,1
2655454,0,,,2.7454,,,,,1
2655604,0,,,,,-0.0409,,,1
2655755,0,,,,,,,0.4774,1
2655906,0,,,,,,0.0433,,1
2656057,0,,,,25.7283,,,,1
2656185,0,0.6779,,,,,,,1
2656313,0,,,2.7450,,,,,1
2656441,0,0.6779,,,,,,,1
2656591,0,,,,,-0.0409,,,1
2656742,0,,,,,,,0.4774,1
2656893,0,,,,,,0.0433,,1
2657044,0,,,,25.7283,,,,1
2657172,0,,,2.7454,,,,,1
2657300,0,0.6779,,,,,,,1
