# Time[ms],Looppar,Vdiode[V],Vled[V],Vscat[V],Temperature[C],Ix[A],Iy[A],Iz[A],LED_type
3005256,0,,,2.7290,,,,,1
3005384,0,0.6779,,,,,,,1
3005512,0,,,2.7290,,,,,1
3005662,0,,,,,-0.0409,,,1
3005813,0,,,,,,,0.4774,1
3005964,0,,,,,,0.0433,,1
3006115,0,,,,25.7312,,,,1
3006243,0,0.6779,,,,,,,1
3006371,0,,,2.7291,,,,,1
3006499,0,0.6779,,,,,,,1
3006649,0,,,,,-0.0409,,,1
3006800,0,,,,,,,0.4774,1
3006951,0,,,,,,0.0433,,1
3007102,0,,,,25.7312,,,,1
3007230,0,,,2.7295,,,,,1
3007358,0,0.6779,,,,,,,1
3007486,0,,,2.7292,,,,,1
3007636,0,,,,,-0.0409,,,1
3007787,0,,,,,,,0.4774,1
3007938,0,,,,,,0.0433,,1
3008089,0,,,,25.7342,,,,1
3008217,0,0.6779,,,,,,,1
3008345,0,,,2.7294,,,,,1
3008473,0,0.6779,,,,,,,1
3008623,0,,,,,-0.0409,,,1
3008774,0,,,,,,,0.4772,1
3008925,0,,,,,,0.0433,,1
3009076,0,,,,25.7312,,,,1
3009204,0,,,2.7295,,,,,1
3009332,0,0.6779,,,,,,,1
3009460,0,,,2.7295,,,,,1
3009610,0,,,,,-0.0409,,,1
3009761,0,,,,,,,0.4774,1
3009912,0,,,,,,0.0433,,1
3010063,0,,,,25.7342,,,,1
3010191,0,0.6779,,,,,,,1
3010319,0,,,2.7298,,,,,1
3010447,0,0.6779,,,,,,,1
3010597,0,,,,,-0.0409,,,1
3010748,0,,,,,,,0.4774,1
3010899,0,,,,,,0.0433,,1
3011050,0,,,,25.7342,,,,1
3011178,0,,,2.7300,,,,,1
3011306,0,0.6779,,,,,,,1
3011434,0,,,2.7299,,,,,1
3011584,0,,,,,-0.0409,,,1
3011735,0,,,,,,,0.4774,1
3011886,0,,,,,,0.0430,,1
3012037,0,,,,25.7342,,,,1
3012165,0,0.6779,,,,,,,1
3012293,0,,,2.7299,,,,,1
3012421,0,0.6779,,,,,,,1
3012549,0,,,2.7300,,,,,1
3012699,0,,,,,-0.0409,,,1
3012850,0,,,,,,,0.4774,1
3013001,0,,,,,,0.0433,,1
3013152,0,,,,25.7342,,,,1
3013280,0,0.6780,,,,,,,1
3013408,0,,,2.7300,,,,,1
3013536,0,0.6779,,,,,,,1
3013686,0,,,,,-0.0409,,,1
3013837,0,,,,,,,0.4772,1
3013988,0,,,,,,0.0430,,1
3014139,0,,,,25.7342,,,,1
3014267,0,,,2.7302,,,,,1
3014395,0,0.6779,,,,,,,1
3014523,0,,,2.7301,,,,,1
3014673,0,,,,,-0.0409,,,1
3014824,0,,,,,,,0.4774,1
3014975,0,,,,,,0.0433,,1
3015126,0,,,,25.7342,,,,1
3015254,0,0.6779,,,,,,,1
3015382,0,,,2.7304,,,,,1
3015510,0,0.6779,,,,,,,1
3015660,0,,,,,-0.0409,,,1
3015811,0,,,,,,,0.4774,1
3015962,0,,,,,,0.0433,,1
3016113,0,,,,25.7342,,,,1
3016241,0,,,2.7305,,,,,1
3016369,0,0.6779,,,,,,,1
3016497,0,,,2.7305,,,,,1
3016647,0,,,,,-0.0409,,,1
3016798,0,,,,,,,0.4774,1
3016949,0,,,,,,0.0433,,1
3017100,0,,,,25.7342,,,,1
3017228,0,0.6779,,,,,,,1
3017356,0,,,2.7305,,,,,1
3017484,0,0.6779,,,,,,,1
3017634,0,,,,,-0.0409,,,1
3017785,0,,,,,,,0.4774,1
3017936,0,,,,,,0.0433,,1
3018087,0,,,,25.7342,,,,1
3018215,0,,,2.7307,,,,,1
3018343,0,0.6779,,,,,,,1
3018471,0,,,2.7307,,,,,1
3018621,0,,,,,-0.0409,,,1
3018772,0,,,,,,,0.4774,1
3018923,0,,,,,,0.0433,,1
3019074,0,,,,25.7342,,,,1
3019202,0,0.6779,,,,,,,1
3019330,0,,,2.7311,,,,,1
3019458,0,0.6779,,,,,,,1
3019608,0,,,,,-0.0409,,,1
3019759,0,,,,,,,0.4774,1
3019910,0,,,,,,0.0433,,1
3020061,0,,,,25.7342,,,,1
3020189,0,,,2.7311,,,,,1
3020317,0,0.6779,,,,,,,1
3020445,0,,,2.7311,,,,,1
3020595,0,,,,,-0.0409,,,1
3020746,0,,,,,,,0.4774,1
3020897,0,,,,,,0.0433,,1
3021048,0,,,,25.7342,,,,1
3021176,0,0.6779,,,,,,,1
3021304,0,,,2.7313,,,,,1
3021432,0,0.6779,,,,,,,1
3021582,0,,,,,-0.0409,,,1
3021733,0,,,,,,,0.4772,1
3021884,0,,,,,,0.0433,,1
3022035,0,,,,25.7342,,,,1
3022163,0,,,2.7315,,,,,1
3022291,0,0.6779,,,,,,,1
3022419,0,,,2.7314,,,,,1
3022547,0,0.6779,,,,,,,1
3022697,0,,,,,-0.0409,,,1
3022848,0,,,,,,,0.4774,1
3022999,0,,,,,,0.0430,,1
3023150,0,,,,25.7342,,,,1
3023278,0,,,2.7316,,,,,1
3023406,0,0.6779,,,,,,,1
3023534,0,,,2.7315,,,,,1
3023684,0,,,,,-0.0409,,,1
3023835,0,,,,,,,0.4772,1
3023986,0,,,,,,0.0430,,1
3024137,0,,,,25.7342,,,,1
3024265,0,0.6779,,,,,,,1
3024393,0,,,2.7316,,,,,1
3024521,0,0.6779,,,,,,,1
3024671,0,,,,,-0.0409,,,1
3024822,0,,,,,,,0.4772,1
3024973,0,,,,,,0.0433,,1
3025124,0,,,,25.7342,,,,1
3025252,0,,,2.7319,,,,,1
3025380,0,0.6780,,,,,,,1
3025508,0,,,2.7320,,,,,1
3025658,0,,,,,-0.0409,,,1
3025809,0,,,,,,,0.4774,1
3025960,0,,,,,,0.0433,,1
3026111,0,,,,25.7342,,,,1
3026239,0,0.6779,,,,,,,1
3026367,0,,,2.7319,,,,,1
3026495,0,0.6780,,,,,,,1
3026645,0,,,,,-0.0409,,,1
3026796,0,,,,,,,0.4774,1
3026947,0,,,,,,0.0433,,1
3027098,0,,,,25.7342,,,,1
3027226,0,,,2.7321,,,,,1
3027354,0,0.6779,,,,,,,1
3027482,0,,,2.7321,,,,,1
3027632,0,,,,,-0.0409,,,1
3027783,0,,,,,,,0.4774,1
3027934,0,,,,,,0.0433,,1
3028085,0,,,,25.7342,,,,1
3028213,0,0.6780,,,,,,,1
3028341,0,,,2.7322,,,,,1
3028469,0,0.6779,,,,,,,1
3028619,0,,,,,-0.0409,,,1
3028770,0,,,,,,,0.4774,1
3028921,0,,,,,,0.0433,,1
3029072,0,,,,25.7342,,,,1
3029200,0,,,2.7324,,,,,1
3029328,0,0.6779,,,,,,,1
3029456,0,,,2.7324,,,,,1
3029606,0,,,,,-0.0409,,,1
3029757,0,,,,,,,0.4772,1
3029908,0,,,,,,0.0433,,1
3030059,0,,,,25.7342,,,,1
3030187,0,0.6779,,,,,,,1
3030315,0,,,2.7325,,,,,1
3030443,0,0.6779,,,,,,,1
3030593,0,,,,,-0.0409,,,1
3030744,0,,,,,,,0.4774,1
3030895,0,,,,,,0.0433,,1
3031046,0,,,,25.7342,,,,1
3031174,0,,,2.7326,,,,,1
3031302,0,0.6779,,,,,,,1
3031430,0,,,2.7325,,,,,1
3031558,0,0.6779,,,,,,,1
3031708,0,,,,,-0.0409,,,1
3031859,0,,,,,,,0.4774,1
3032010,0,,,,,,0.0433,,1
3032161,0,,,,25.7342,,,,1
3032289,0,,,2.7328,,,,,1
3032417,0,0.6779,,,,,,,1
3032545,0,,,2.7326,,,,,1
3032695,0,,,,,-0.0409,,,1
3032846,0,,,,,,,0.4774,1
3032997,0,,,,,,0.0433,,1
3033148,0,,,,25.7342,,,,1
3033276,0,0.6780,,,,,,,1
3033404,0,,,2.7329,,,,,1
3033532,0,0.6779,,,,,,,1
3033682,0,,,,,-0.0409,,,1
3033833,0,,,,,,,0.4774,1
3033984,0,,,,,,0.0430,,1
3034135,0,,,,25.7342,,,,1
3034263,0,,,2.7331,,,,,1
3034391,0,0.6779,,,,,,,1
3034519,0,,,2.7331,,,,,1
3034669,0,,,,,-0.0409,,,1
3034820,0,,,,,,,0.4774,1
3034971,0,,,,,,0.0433,,1
3035122,0,,,,25.7342,,,,1
3035250,0,0.6779,,,,,,,1
3035378,0,,,2.7331,,,,,1
3035506,0,0.6779,,,,,,,1
3035656,0,,,,,-0.0409,,,1
3035807,0,,,,,,,0.4774,1
3035958,0,,,,,,0.0433,,1
3036109,0,,,,25.7342,,,,1
3036237,0,,,2.7334,,,,,1
3036365,0,0.6780,,,,,,,1
3036493,0,,,2.7334,,,,,1
3036643,0,,,,,-0.0409,,,1
3036794,0,,,,,,,0.4774,1
3036945,0,,,,,,0.0433,,1
3037096,0,,,,25.7342,,,,1
3037224,0,0.6780,,,,,,,1
3037352,0,,,2.7334,,,,,1
3037480,0,0.6779,,,,,,,1
3037630,0,,,,,-0.0409,,,1
3037781,0,,,,,,,0.4774,1
3037932,0,,,,,,0.0433,,1
3038083,0,,,,25.7342,,,,1
3038211,0,,,2.7338,,,,,1
3038339,0,0.6780,,,,,,,1
3038467,0,,,2.7336,,,,,1
3038617,0,,,,,-0.0409,,,1
3038768,0,,,,,,,0.4774,1
3038919,0,,,,,,0.0433,,1
3039070,0,,,,25.7342,,,,1
3039198,0,0.6780,,,,,,,1
3039326,0,,,2.7338,,,,,1
3039454,0,0.6779,,,,,,,1
3039604,0,,,,,-0.0409,,,1
3039755,0,,,,,,,0.4774,1
3039906,0,,,,,,0.0430,,1
3040057,0,,,,25.7342,,,,1
3040185,0,,,2.7339,,,,,1
3040313,0,0.6779,,,,,,,1
3040441,0,,,2.7341,,,,,1
3040591,0,,,,,-0.0409,,,1
3040742,0,,,,,,,0.4772,1
3040893,0,,,,,,0.0433,,1
3041044,0,,,,25.7342,,,,1
3041172,0,0.6780,,,,,,,1
3041300,0,,,2.7341,,,,,1
3041428,0,0.6779,,,,,,,1
3041556,0,,,2.7341,,,,,1
3041706,0,,,,,-0.0409,,,1
3041857,0,,,,,,,0.4774,1
3042008,0,,,,,,0.0433,,1
3042159,0,,,,25.7342,,,,1
3042287,0,0.6779,,,,,,,1
3042415,0,,,2.7341,,,,,1
3042543,0,0.6780,,,,,,,1
3042693,0,,,,,-0.0409,,,1
3042844,0,,,,,,,0.4774,1
3042995,0,,,,,,0.0433,,1
3043146,0,,,,25.7342,,,,1
3043274,0,,,2.7344,,,,,1
3043402,0,0.6780,,,,,,,1
3043530,0,,,2.7342,,,,,1
3043680,0,,,,,-0.0409,,,1
3043831,0,,,,,,,0.4774,1
3043982,0,,,,,,0.0433,,1
3044133,0,,,,25.7342,,,,1
3044261,0,0.6780,,,,,,,1
3044389,0,,,2.7346,,,,,1
3044517,0,0.6780,,,,,,,1
3044667,0,,,,,-0.0409,,,1
3044818,0,,,,,,,0.4774,1
3044969,0,,,,,,0.0433,,1
3045120,0,,,,25.7342,,,,1
3045248,0,,,2.7345,,,,,1
3045376,0,0.6779,,,,,,,1
3045504,0,,,2.7344,,,,,1
3045654,0,,,,,-0.0409,,,1
3045805,0,,,,,,,0.4774,1
3045956,0,,,,,,0.0433,,1
3046107,0,,,,25.7342,,,,1
3046235,0,0.6780,,,,,,,1
3046363,0,,,2.7345,,,,,1
3046491,0,0.6780,,,,,,,1
3046641,0,,,,,-0.0409,,,1
3046792,0,,,,,,,0.4772,1
3046943,0,,,,,,0.0430,,1
3047094,0,,,,25.7342,,,,1
3047222,0,,,2.7345,,,,,1
3047350,0,0.6779,,,,,,,1
3047478,0,,,2.7347,,,,,1
3047628,0,,,,,-0.0409,,,1
3047779,0,,,,,,,0.4774,1
3047930,0,,,,,,0.0433,,1
3048081,0,,,,25.7342,,,,1
3048209,0,0.6779,,,,,,,1
3048337,0,,,2.7349,,,,,1
3048465,0,0.6779,,,,,,,1
3048615,0,,,,,-0.0409,,,1
3048766,0,,,,,,,0.4772,1
3048917,0,,,,,,0.0430,,1
3049068,0,,,,25.7342,,,,1
3049196,0,,,2.7350,,,,,1
3049324,0,0.6779,,,,,,,1
3049452,0,,,2.7350,,,,,1
3049602,0,,,,,-0.0409,,,1
3049753,0,,,,,,,0.4774,1
3049904,0,,,,,,0.0430,,1
3050055,0,,,,25.7342,,,,1
3050183,0,0.6779,,,,,,,1
3050311,0,,,2.7350,,,,,1
3050439,0,0.6779,,,,,,,1
3050589,0,,,,,-0.0409,,,1
3050740,0,,,,,,,0.4774,1
3050891,0,,,,,,0.0433,,1
3051042,0,,,,25.7342,,,,1
3051170,0,,,2.7351,,,,,1
3051298,0,0.6780,,,,,,,1
3051426,0,,,2.7350,,,,,1
3051554,0,0.6779,,,,,,,1
3051704,0,,,,,-0.0409,,,1
3051855,0,,,,,,,0.4774,1
3052006,0,,,,,,0.0433,,1
3052157,0,,,,25.7342,,,,1
3052285,0,,,2.7353,,,,,1
3052413,0,0.6780,,,,,,,1
3052541,0,,,2.7351,,,,,1
3052691,0,,,,,-0.0409,,,1
3052842,0,,,,,,,0.4774,1
3052993,0,,,,,,0.0433,,1
3053144,0,,,,25.7342,,,,1
3053272,0,0.6780,,,,,,,1
3053400,0,,,2.7354,,,,,1
3053528,0,0.6779,,,,,,,1
3053678,0,,,,,-0.0409,,,1
3053829,0,,,,,,,0.4774,1
3053980,0,,,,,,0.0433,,1
3054131,0,,,,25.7342,,,,1
3054259,0,,,2.7355,,,,,1
3054387,0,0.6780,,,,,,,1
3054515,0,,,2.7353,,,,,1
3054665,0,,,,,-0.0409,,,1
3054816,0,,,,,,,0.4772,1
3054967,0,,,,,,0.0430,,1
3055118,0,,,,25.7342,,,,1
3055246,0,0.6779,,,,,,,1
3055374,0,,,2.7354,,,,,1
3055502,0,0.6780,,,,,,,1
3055652,0,,,,,-0.0409,,,1
3055803,0,,,,,,,0.4774,1
3055954,0,,,,,,0.0430,,1
3056105,0,,,,25.7342,,,,1
3056233,0,,,2.7356,,,,,1
3056361,0,0.6780,,,,,,,1
3056489,0,,,2.7355,,,,,1
3056639,0,,,,,-0.0409,,,1
3056790,0,,,,,,,0.4774,1
3056941,0,,,,,,0.0433,,1
3057092,0,,,,25.7342,,,,1
3057220,0,0.6780,,,,,,,1
3057348,0,,,2.7355,,,,,1
3057476,0,0.6779,,,,,,,1
3057626,0,,,,,-0.0409,,,1
3057777,0,,,,,,,0.4772,1
3057928,0,,,,,,0.0433,,1
3058079,0,,,,25.7342,,,,1
3058207,0,,,2.7357,,,,,1
3058335,0,0.6780,,,,,,,1
3058463,0,,,2.7357,,,,,1
3058613,0,,,,,-0.0409,,,1
3058764,0,,,,,,,0.4772,1
3058915,0,,,,,,0.0433,,1
3059066,0,,,,25.7342,,,,1
3059194,0,0.6779,,,,,,,1
3059322,0,,,2.7357,,,,,1
3059450,0,0.6779,,,,,,,1
3059600,0,,,,,-0.0409,,,1
3059751,0,,,,,,,0.4772,1
3059903,0,,,,,,0.0430,,1
3060053,0,,,,25.7342,,,,1
3060181,0,,,2.7359,,,,,1
3060309,0,0.6780,,,,,,,1
3060437,0,,,2.7357,,,,,1
3060587,0,,,,,-0.0409,,,1
3060738,0,,,,,,,0.4774,1
3060889,0,,,,,,0.0433,,1
3061040,0,,,,25.7342,,,,1
3061168,0,0.6780,,,,,,,1
3061296,0,,,2.7360,,,,,1
3061424,0,0.6779,,,,,,,1
3061552,0,,,2.7359,,,,,1
3061702,0,,,,,-0.0409,,,1
3061853,0,,,,,,,0.4774,1
3062004,0,,,,,,0.0433,,1
3062155,0,,,,25.7342,,,,1
3062283,0,0.6779,,,,,,,1
3062411,0,,,2.7357,,,,,1
3062539,0,0.6780,,,,,,,1
3062689,0,,,,,-0.0409,,,1
3062840,0,,,,,,,0.4774,1
3062991,0,,,,,,0.0433,,1
3063142,0,,,,25.7342,,,,1
3063270,0,,,2.7361,,,,,1
3063398,0,0.6779,,,,,,,1
3063526,0,,,2.7360,,,,,1
3063676,0,,,,,-0.0409,,,1
3063827,0,,,,,,,0.4774,1
3063978,0,,,,,,0.0433,,1
3064129,0,,,,25.7342,,,,1
3064257,0,0.6780,,,,,,,1
3064385,0,,,2.7360,,,,,1
3064513,0,0.6779,,,,,,,1
3064663,0,,,,,-0.0409,,,1
3064814,0,,,,,,,0.4774,1
3064965,0,,,,,,0.0430,,1
3065116,0,,,,25.7342,,,,1
3065244,0,,,2.7360,,,,,1
3065372,0,0.6779,,,,,,,1
3065500,0,,,2.7360,,,,,1
3065650,0,,,,,-0.0409,,,1
3065801,0,,,,,,,0.4774,1
3065952,0,,,,,,0.0433,,1
3066103,0,,,,25.7342,,,,1
3066231,0,0.6779,,,,,,,1
3066359,0,,,2.7359,,,,,1
3066487,0,0.6780,,,,,,,1
3066637,0,,,,,-0.0409,,,1
3066788,0,,,,,,,0.4774,1
3066939,0,,,,,,0.0433,,1
3067090,0,,,,25.7342,,,,1
3067218,0,,,2.7361,,,,,1
3067346,0,0.6779,,,,,,,1
3067474,0,,,2.7361,,,,,1
3067624,0,,,,,-0.0409,,,1
3067775,0,,,,,,,0.4774,1
3067926,0,,,,,,0.0433,,1
3068077,0,,,,25.7342,,,,1
3068205,0,0.6780,,,,,,,1
3068333,0,,,2.7360,,,,,1
3068461,0,0.6780,,,,,,,1
3068611,0,,,,,-0.0409,,,1
3068762,0,,,,,,,0.4772,1
3068913,0,,,,,,0.0433,,1
3069064,0,,,,25.7342,,,,1
3069192,0,,,2.7362,,,,,1
3069320,0,0.6779,,,,,,,1
3069448,0,,,2.7361,,,,,1
3069598,0,,,,,-0.0409,,,1
3069749,0,,,,,,,0.4774,1
3069900,0,,,,,,0.0433,,1
3070051,0,,,,25.7342,,,,1
3070179,0,0.6780,,,,,,,1
3070307,0,,,2.7361,,,,,1
3070435,0,0.6779,,,,,,,1
3070585,0,,,,,-0.0409,,,1
3070736,0,,,,,,,0.4772,1
3070887,0,,,,,,0.0433,,1
3071038,0,,,,25.7342,,,,1
3071166,0,,,2.7362,,,,,1
3071294,0,0.6780,,,,,,,1
3071422,0,,,2.7360,,,,,1
3071550,0,0.6779,,,,,,,1
3071700,0,,,,,-0.0409,,,1
3071851,0,,,,,,,0.4772,1
3072002,0,,,,,,0.0433,,1
3072153,0,,,,25.7342,,,,1
3072281,0,,,2.7362,,,,,1
3072409,0,0.6780,,,,,,,1
3072537,0,,,2.7361,,,,,1
3072687,0,,,,,-0.0409,,,1
3072838,0,,,,,,,0.4772,1
3072989,0,,,,,,0.0433,,1
3073140,0,,,,25.7342,,,,1
3073268,0,0.6779,,,,,,,1
3073396,0,,,2.7361,,,,,1
3073524,0,0.6779,,,,,,,1
3073674,0,,,,,-0.0409,,,1
3073825,0,,,,,,,0.4772,1
3073976,0,,,,,,0.0430,,1
3074127,0,,,,25.7342,,,,1
3074255,0,,,2.7361,,,,,1
3074383,0,0.6779,,,,,,,1
3074511,0,,,2.7361,,,,,1
3074661,0,,,,,-0.0409,,,1
3074812,0,,,,,,,0.4774,1
3074963,0,,,,,,0.0433,,1
3075114,0,,,,25.7342,,,,1
3075242,0,0.6780,,,,,,,1
3075370,0,,,2.7360,,,,,1
3075498,0,0.6779,,,,,,,1
3075648,0,,,,,-0.0409,,,1
3075799,0,,,,,,,0.4772,1
3075950,0,,,,,,0.0433,,1
3076101,0,,,,25.7342,,,,1
3076229,0,,,2.7361,,,,,1
3076357,0,0.6780,,,,,,,1
3076485,0,,,2.7359,,,,,1
3076635,0,,,,,-0.0409,,,1
3076786,0,,,,,,,0.4774,1
3076937,0,,,,,,0.0430,,1
3077088,0,,,,25.7342,,,,1
3077216,0,0.6779,,,,,,,1
3077344,0,,,2.7359,,,,,1
3077472,0,0.6779,,,,,,,1
